npsn,level,name
20613442,SMK,SMKS MUTAHIR
20613472,SMA,SMAS DARUL AHSAN
20613474,SMA,SMAS DAAR EL AZHAR RANGKASBITUNG
20613484,SMK,SMKS DAARUL FIKRI
20613488,SMA,SMAS MAULANA YUSUF KOTA SRG
20613520,SMA,SMAS SANTA LAURENSIA
20613522,SMA,SMAS ALLAYINAH
20613523,SMA,SMAS AL MAMUNIYAH
20613524,SMA,SMAS TARAKANITA GADING SERPONG
20613525,SMA,SMAS 46 DAAR EL GUSTI
20613535,SMK,SMK YASBAH CARENANG
20613536,SMK,SMKS HARAPAN JAYA CILELES
20613545,SMA,SMAS HIRO
20613546,SMA,SMAS PGRI TELUKNAGA
20613588,SMA,SMAS PARAHYANGAN
20613590,SMK,SMKS PLUS MIFTAHUL IHSAN CILOGRANG
20613623,SMA,SMAS GEMILANG
20613624,SMA,SMAS TARUNA MANDIRI
20613625,SMA,SMAS ISLAM CIKAL HARAPAN I
20613629,SMK,SMKS MATHLAUL ANWAR RANGKASBITUNG
20613630,SMA,SMAS QOTHROTUL FALAH CIKULUR
20613639,SMA,SMAS YPA AL HIDAYAH
20613647,SMA,SMAS DAAR EL KARIM MALINGPING
20613662,SMK,SMKS PGRI MAJA
20613677,SMA,SMAS AL KHAIRIYAH 4
20613680,SMK,SMKS TUNAS HARAPAN BALARAJA
20613687,SMK,SMKS GEMILANG MODERNLAND
20613690,SMK,SMKS BONAVITA
20613693,SMA,SMAS ISLAM AZ ZAMIR
20613713,SMK,SMKS BINA AM MAMUR
20613761,SMK,SMKS PGRI 31 LEGOK
20613766,SMA,SMAS IMTEK
20613773,SMK,SMKS KESEHATAN RIKSA INDRYA
20613781,SMK,SMK MULIA HATI INSANI
20613793,SMA,SMAS NUSANTARA BINUANG
20613797,SMK,SMKS DARUNNAJAH PABUARAN
20613798,SMA,SMAS AL IRSYAD WARINGINKURUNG
20613799,SMA,SMAS MATHLA UL ANWAR CINANGKA
20613801,SMK,SMK TERPADU AL WAHDAH
20613804,SMA,SMAS AL KHAIRIYAH KELAPIAN
20613805,SMK,SMK BANI HASYIM BOJONEGARA
20613810,SMK,SMKS KARYA FAJAR
20613811,SMA,SMAS TERPADU AL JAUHAROTUNNAQIYYAH
20613814,SMK,SMK PRISMA CITRA NUSANTARA
20613821,SMA,SMAS AL MUBAROK
20613822,SMA,SMAS SIROJUL ATHFAL
20613824,SMA,SMAS ATISA DIPAMKARA
20613825,SMA,SMA KATOLIK BHAKTI PRIMA
20613826,SMA,SMAS CITRA ISLAMI
20613860,SMK,SMKS AL FALAH CIPUTAT
20613865,SMA,SMAS YADIKA 10
20613869,SMK,SMK LA TANSA LEBAKGEDONG
20613883,SMK,SMKS NUSA PUTRA
20613885,SMA,SMAS ISLAM PEMBANGUNAN SAJIRA
20613889,SMK,SMKS AL HIKMA TELUK NAGA
20613901,SMK,SMKS BERDIKARI
20613907,SMK,SMKS MISYKATUL AZKIYA RANGKASBITUNG
20613916,SMK,SMKS ARIYA METTA
20613917,SMA,SMAS NURUL HASANAH RANGKASBITUNG
20613949,SMK,SMKS LAB BUSINESS SCHOOL
20613955,SMA,SMAS NUR EL FALAH KUBANG
20613966,SMK,SMK SINDANG KARYA ISLAMIC SCHOOL SIS
20613968,SMA,SMAS DAARUL HIKMAH
20613975,SMK,SMK IKHLAS JAWILAN
20613976,SMA,SMAS PLUS AL - KHAIRIYAH KASEMEN
20613992,SMA,SMAS AL KAUTSAR CURUG
20613998,SMA,SMAS IT ALHUSAINY
20614003,SMA,SMAS IT ALQURANIYAH
20614014,SMA,SMAS MKGR SEPATAN
20614032,SMA,SMAS YAPIM
20614035,SMA,SMAS ASA PERTIWI
20614045,SMA,SMAS YASPIDAM
20614073,SMK,SMKS RICARDO AUTO MACHINE
20614079,SMA,SMAS NURUL ISLAH
20614141,SMA,SMAS MANBAUL HIKMAT
20614153,SMA,SMAS MASYARIQUL ANWAR
20614207,SMK,SMKS IBNU HAJAR
20614224,SMA,SMAS AL-FALAHIYAH
20614227,SMK,SMKS KARYA BAKTI
20614236,SMA,SMAS I T AL FAHMI KOTA SERANG
20614238,SMK,SMKS IPTEK PATIA
20614312,SMA,SMAS PGRI BOJONEGARA
20614382,SMA,SMAS CANDLE TREE
20614405,SMK,SMKS BUDDHI
20614415,SMA,SMAS NUR EL BANTANY KOTA SRG
20614419,SMA,SMAS ISLAM DAARUL AHIBBAH
20614426,SMK,SMKS DAAN MOGOT
20614427,SMK,SMKS AL AMANAH
20614490,SMK,SMKS CAHAYA BANGSA
20614517,SMK,SMKS TUNAS HARAPAN
20614522,SMA,SMAS DAARUL QUR AN INTERNASIONAL
20614553,SMK,SMKS AL- ISHLAH
20614571,SMK,SMKS BINA INSAN CENDEKIA TANGERANG
20614573,SMK,SMKS MEDIA INFORMATIKA
20614582,SMK,SMK INSAN CENDIKIA
20614599,SMK,SMKS HUSADA WINAYA PRATAMA
20614616,SMK,SMKS MUTIARA BANGSA KEMIRI
20614722,SMK,SMKS BHAKTI MANDIRI CIBADAK
20614725,SMK,SMKS ISLAM AL KHOIROT
20614729,SMK,SMKS ERA INFORMATIKA
20614731,SMK,SMKS PGRI 5 SERPONG
20614734,SMK,SMKS LINK AND MATCH
20614736,SMK,SMKS PELOPOR NASIONAL
20614746,SMK,SMKS BINA INSANI CIJERUK
20614747,SMK,SMKS NUSA JAYA TANGERANG
20614834,SMA,SMAS ADZKIA ISLAMIC SCHOOL
20614839,SMK,SMKS PRESTASI CIKANDE
20614868,SMA,SMAS NURUL FALAH RAJEG
20614870,SMK,SMKS INTAN HUSADA KOTA SERANG
20614874,SMA,SMAS IT LA TAHZAN
20614878,SMA,SMAS DAARUL MUQIMIEN
20614929,SMK,SMKS AL - ARAAF
20614992,SMK,SMKS AS SUKIYA KALANGANYAR
20615007,SMK,SMKS AL HASAN SAKETI
20615023,SMA,SMAS PLUS GEMILANG
20615025,SMA,SMAS PENABUR BINTARO
20615027,SMA,SMAS BINA MACHMUD
20615076,SMK,SMKS LABSCHOOL TANGERANG RAYA
20615089,SMK,SMKS ANGKASA 2 SEPATAN
20615092,SMK,SMKS MUHAMMADIYAH KRAGILAN
20615093,SMK,SMKS BISMILLAH
20615094,SMK,SMK SULTHAN AGUNG TIRTAYASA
20615101,SMA,SMAS IZADA
20615153,SMK,SMKS KESEHATAN NUSA HUSADA
20615158,SMK,SMKS PERBANGKAN LA TAHZAN
20615178,SMK,SMKS BAITUL HAMDI
20615180,SMK,SMKS MUSIK YAYASAN MUSIK JAKARTA
20615184,SMA,SMAS EFATA SERPONG
20615185,SMK,SMKS AVICENA RAJEG
20615207,SMK,SMKS YAPIPA
20615208,SMK,SMKS DAARUL HIKMAH
20615209,SMK,SMKS AL FALAH MADANI KOTA SERANG
20615460,SMK,SMKS AL BAYAN
20615462,SMK,SMKS AL MAARIF
20615463,SMK,SMKS BADAK PUTIH CIMANGGU
20615464,SMK,SMKS MUHAMMADIYAH PANDEGLANG
20615466,SMK,SMKS LA TAHZAN
20615467,SMK,SMKS KARYA WISATA CIKADU
20615468,SMK,SMKS AL ITIHAD
20615472,SMK,SMK BINA INSAN
20615474,SMA,SMAS NUURUL HUDA CISOKA
20615475,SMK,SMKS DARUTTAIBIN
20615478,SMK,SMKS KOPTI
20615479,SMK,SMKS NURUL FALAH TIGARAKSA
20615493,SMK,SMKS BINTANG NUSANTARA BINUSA
20615515,SMK,SMKS PGRI 4 KOTA SERANG
20615516,SMK,SMKS AL HAD NUSANTARA KOTA SERANG
20615529,SMA,SMAS ROECMATOELLAH KOTA SRG
20615532,SMK,SMKS DHARMA WIDYA
20615536,SMA,SMAS NURRUROHMAN
20615543,SMK,SMKS MATHLAUL HUDA
20615619,SMK,SMK NURUL FALAH BOJONG PANDAN
20615686,SMA,SMAS PLUS DOWA AL ISLAMI
20615689,SMK,SMKS BINONG PERMAI
20615730,SMK,SMKS IBNU MASKI
20615737,SMA,SMAS TERPADU PP DAARUL AMANAH
20615746,SMK,SMKS FADILAH
20615754,SMK,SMKS DARUL ULUM RANGKASBITUNG
20615762,SMK,SMKS YASDU
20615820,SMK,SMKS ILHAMI KEMIRI
20615858,SMK,SMK KESEHATAN BANTEN
20615868,SMK,SMKS AYUDA HUSADA
20615874,SMA,SMAS AL HUSNA TIGARAKSA
20615878,SMK,SMKS TUNAS PEMUDA
20615881,SMK,SMKS AL INSAN
20615882,SMA,SMA BINA INSANI ANYER
20615885,SMA,SMAS AL - IZZAH CIPANAS
20615887,SMK,SMK IMAM SYAFIIYAH
20615913,SMK,SMKS AL AZIZ KOTA SERANG
20615939,SMK,SMKS DARUL ISHLAH
20615941,SMK,SMK T GLOBAL 2 BANDUNG
20615944,SMK,SMKS YUPPENTEK 7 TANGERANG
20615948,SMK,SMKS BANTEN JAYA KOTA SERANG
20615990,SMK,SMKS BHAKTI PERTIWI CIPTAYASA
20615991,SMK,SMKS RAUDOTUSSALAM
20615993,SMK,SMKS NU CIRUAS
20616006,SMA,SMAS KUTABUMI
20616007,SMA,SMAS YUSTIKA
20616037,SMK,SMKS MUHAMMADIYAH PARAKAN
20616039,SMK,SMKS PARIWISATA PUSPA WISATA PGRI SERPONG
20616040,SMK,SMKS KESEHATAN BINA PRESTASI TANGERANG
20616041,SMK,SMKS MATHLAUL ANWAR BUARANJATI
20616059,SMK,SMKS NURUL MADANY
20616070,SMK,SMKS INSAN AQILAH
20616086,SMA,SMAS MATHLA UL FALAH
20616087,SMK,SMKS NURUL MUHTADIIN
20616102,SMK,SMKS PARIWISATA YMJ
20616107,SMK,SMKS MATHLA UL HIDAYAH
20616138,SMA,SMAS TARAKANITA CITRA RAYA
20616141,SMK,SMKS NURUL AMIN
20616153,SMK,SMKS ART DESIGN
20616158,SMA,SMAS MUTIARA BANGSA
20616167,SMK,SMKS AN NAHDLAH
20616170,SMK,SMKS MATHLABUL HUDA KORONCONG
20616178,SMK,SMKS INFORMATIKA SAFINATUNNAJAH
20616183,SMK,SMKS NUSANTARA II KESEHATAN
20616188,SMK,SMKS AL BANA TAKTAKAN KOTA SERANG
20616189,SMK,SMKS HARAPAN BANGSA KOTA SERANG
20616194,SMK,SMKS PATRIOT NUSANTARA TELUKNAGA
20616195,SMK,SMKS ARDANIAH KOTA SERANG
20616213,SMK,SMK CAHAYA HATI
20616214,SMK,SMKS AL BARKAH
20616219,SMK,SMKS YANISBA BOARDING SCHOOL PONTANG
20616226,SMK,SMKS ARRASYADIYYAH
20616236,SMK,SMKS KESEHATAN ASY SYIFA
20616242,SMK,SMKS PUTRA TAMA MANDIRI
20616247,SMK,SMKS MITRA BINTARO
20616288,SMA,SMAS TERPADU PELITA BANGSA LONTAR
20616291,SMA,SMAS ATHALIA
20616297,SMK,SMKS AL KHAIRIYAH CIKEUSAL
20616303,SMK,SMKS GUNA BANGSA
20616318,SMK,SMKS AL MUSYARAFAH
20616329,SMK,SMKS MUHAMMADIYAH 1 LEUWIDAMAR
20616330,SMK,SMKS TERPADU BANI RUSYDI
20616331,SMK,SMKS MATHLAUL ANWAR CIBUAH
20616336,SMK,SMKS AL GINA
20616352,SMK,SMKS KHARISMA PANONGAN
20616353,SMK,SMKS PGRI SUKAMULYA
20616361,SMK,SMKS CEMERLANG
20616362,SMA,SMAS TERPADU AL-QUDWAH
20616368,SMK,SMKS MUHAMMADIYAH 3 TANGERANG SELATAN
20616374,SMK,SMKS TRI PELITA BANGSA
20616379,SMA,SMA SWASTA ANDERSON SCHOOL
20616385,SMK,SMKS AMANAH
20616386,SMK,SMKS DHARMA BHAKTI
20616387,SMK,SMK AS SHOF
20616391,SMA,SMAS CENDIKIA ALFALLAH
20616392,SMK,SMKS TEKNOLOGI TELUKNAGA
20616396,SMK,SMKS ATISA DIPAMKARA
20616415,SMK,SMKS PLUS BLM
20616420,SMK,SMKS BINA MULIA 1 TANGERANG
20616429,SMA,SMAS AL HUDA
20616440,SMK,SMKS FALATEHAN
20616487,SMA,SMAS AL AZKIYA
20616517,SMK,SMK PUTRA MANDIRI CIMANDIRI - PANGGARANGAN
20616537,SMK,SMKS AL KAUTSAR MUNCANG
20616540,SMK,SMKS YARSI MEDIKA
20616541,SMK,SMKS AN NUR BUNAR
20616551,SMK,SMKS NURUL MUTTAQIEN
20622145,SMK,SMKS AL FALAH CILOGRANG
20622147,SMA,SMAS PLUS PERMATA INSANI ISLAMIC SCHOOL
20622183,SMK,SMKS SIERE CENDEKIA
20622184,SMK,SMKS TUNAS CISAUK
20622234,SMA,SMAS CITRA AL-ALAWIYAH
20622248,SMK,SMKS ANISA
20622250,SMK,SMKS GLOBAL INSAN
20622251,SMK,SMKS PANTURA 1 MAUK
20622253,SMK,SMKS AL MUSTAFIYAH
20622254,SMK,SMKS BINTANG NUSANTARA SCHOOL
20622255,SMK,SMKS KESEHATAN BHAKTI INSAN PERSADA
20622256,SMK,SMKS EKA DHARMA
20622257,SMK,SMKS GAPURA PERTIWI
20622258,SMK,SMKS PUTRA RIFARA
20622259,SMA,SMAS DARUL AMAL
20622269,SMK,SMKS BINA INSANI CISAUK
20622270,SMK,SMKS SEMESTA
20622271,SMK,SMKS MIFTAHUL KHAER
20622272,SMK,SMKS PANCAKARYA 2 TANGERANG
20622273,SMK,SMKS MUTIARA KASIH
20622274,SMK,SMKS PERMATA KEMIRI
20622292,SMK,SMKS SAINS MEDIKA
20622305,SMK,SMKS MERDESA
20622306,SMK,SMKS MUHAMMADIYAH PONTANG
20622307,SMK,SMKS MUHAMMADIYAH TIRTAYASA
20622309,SMK,SMKS PRIMA MANDIRI
20622310,SMK,SMKS TAJIMALELA
20622325,SMK,SMKS NASIONAL 1 BANJARSARI
20623099,SMK,SMK RIYADL ASH SHOLIHIN
20623100,SMA,SMA IT ADDAWAH
20623124,SMK,SMKS BANI USMAN MANUNGGAL
20623126,SMK,SMKS KARYA BANGSA NUSANTARA
20623127,SMK,SMKS KESEHATAN UTAMA INSANI
20623128,SMK,SMKS TEKNOLOGI PILAR BANGSA
20623130,SMK,SMKS YASPIH
20623131,SMA,SMAS ADITYA KARYA
20623132,SMA,SMAS ADRIA PRATAMA MULYA RIDING SCHOOL
20623133,SMA,SMAS DAAR EL QOLAM 2
20623134,SMA,SMAS GENTA SYAPUTRA
20623135,SMA,SMAS ISLAM DAAR ET TOHIRIN
20623136,SMA,SMAS ISLAM TERPADU ALIA TANGERANG
20623138,SMA,SMAS SUMBER DAYA MANDIRI
20623139,SMA,SMAS SURYA BANGSA
20623150,SMK,SMK KARTINI
20623154,SMK,SMKS MABDAIL FALAH BANTEN
20623238,SMK,SMKS DHARMA BHAKTI ADY
30100339,SMA,SMAS AMKUR PEMANGKAT
30100359,SMA,SMAS MUHAMMADIYAH SAMBAS
30100370,SMK,SMKS YOS SOEDARSO TEBAS
30100376,SMK,SMKS IHSAN JAWAI
30100378,SMA,SMAS ST BONA VENTURA
30100927,SMK,SMKS SANTA MONIKA SUNGAI RAYA
30100928,SMK,SMK PERTUKANGAN ST. YUSUP
30100929,SMK,SMKS PEMBANGUNAN RASAU JAYA
30100930,SMK,SMKS PANCA KARSA SUNGAI PINYUH
30100931,SMK,SMKS PANCA BHAKTI MEMPAWAH
30100933,SMK,SMKS MUHAMMADIYAH MEMPAWAH
30100934,SMK,SMKS KRISTEN IMMANUEL II SUNGAI RAYA
30100935,SMK,SMKS ELIM KALIMANTAN
30100936,SMK,SMKS CITRA BORNEO SUNGAI AMBAWANG
30101063,SMK,SMKS PANCA BHAKTI SUNGAI RAYA
30101066,SMA,SMAS AMKUR SUNGAI PINYUH
30101067,SMA,SMAS ADISUCIPTO SUNGAI RAYA
30101069,SMA,SMAS MUHAMMADIYAH AIR PUTIH
30101070,SMA,SMAS HIDAYATUL MUBTADIIN
30101071,SMA,SMAS BINA BANGSA SUNGAI RAYA
30101075,SMA,SMAS INDONESIA MUDA SUNGAI RAYA
30101078,SMA,SMAS TARUNA BUMI KHATULISTIWA
30101083,SMA,SMAS MUHAMMADIYAH BAKAU KECIL
30101125,SMA,SMAS KHATOLIK TALINO
30101819,SMK,SMKS KRISTEN TORSINA SANGGAU
30101839,SMK,SMKS TRI DHARMA SANGGAU
30101896,SMK,SMKS KRISTEN AGAPE PATRIA SOSOK
30101936,SMA,SMAS PGRI 3 TAYAN HULU
30101938,SMA,SMAS PGRI SANGGAU
30101948,SMK,SMKS YLB ENTIKONG
30101949,SMK,SMKS AL MIZAN BALAI KARANGAN
30101950,SMK,SMKS BINA UTAMA SOSOK
30101951,SMK,SMKS CAHAYA HARAPAN TAYAN
30101952,SMA,SMAS PGRI 02 KEMBAYAN
30101967,SMA,SMAS WIYATA MANDALA BALAI
30101968,SMA,SMAS DON BOSCO SANGGAU
30101970,SMA,SMAS KARYA KASIH PARINDU
30101971,SMK,SMKS HARAPAN MELIAU
30102431,SMK,SMKS NUSANTARA INDAH SINTANG
30102432,SMK,SMKS KARTINI SINTANG
30102474,SMK,SMKS MUHAMMADIYAH SINTANG
30102514,SMK,SMKS BUDI LUHUR SINTANG
30102516,SMA,SMAS PANCA SETYA SINTANG
30102517,SMA,SMAS NUSANTARA INDAH SINTANG
30102524,SMA,SMAS 17 AGUSTUS
30102525,SMA,SMAS BORNEO SEPAUK
30102526,SMA,SMAS IMMANUEL SINTANG
30102527,SMA,SMAS SINAR KASIH SINTANG
30102529,SMA,SMAS MUHAMADIYAH SINTANG
30102607,SMA,SMAS MUJAHIDIN SINTANG
30102906,SMA,SMAS KARYA BUDI PUTUSSIBAU
30102908,SMA,SMAS MUHAMMADIYAH PUTUSSIBAU
30103490,SMK,SMKS AL HAUDL KETAPANG
30103587,SMA,SMAS PGRI KETAPANG
30103588,SMA,SMAS PGRI TUMBANG TITI
30103589,SMA,SMAS MUHAMMADIYAH KETAPANG
30103592,SMA,SMAS ANTHIOKIA KETAPANG
30104085,SMA,SMAS ST FRANS ASISI BENGKAYANG
30104086,SMA,SMAS SHALOM BENGKAYANG
30104087,SMA,SMAS HARAPAN BANGSA SAMALANTAN
30104089,SMA,SMAS BORNEO BENGKAYANG
30104437,SMA,SMAS BERKAT BAGI BANGSA SENAKIN
30104438,SMA,SMAS BORNEO MANDIRI KARANGAN
30104439,SMA,SMAS DAYA PELITA MENJALIN
30104450,SMA,SMAS DAYA PELITA SIDAS
30104452,SMA,SMAS HARAPAN PAHAUMAN
30104453,SMA,SMAS KADESI TUNANG
30104454,SMA,SMAS SANTO BENEDIKTUS PAHAUMAN
30104455,SMA,SMAS MAKEDONIA NGABANG
30104457,SMA,SMAS MANIAMAS NGABANG
30104458,SMA,SMAS NGARIMANAN SOMPAK
30104459,SMA,SMAS PAK KASIH SIDAS
30104478,SMA,SMAS PELITA NGABANG
30104479,SMK,SMKS MANIAMAS NGABANG
30104480,SMK,SMKS PAHAR MENJALIN
30104493,SMK,SMKS GEMPITA SENAKIN
30104495,SMA,SMAS PGRI 1 MENYUKE
30104496,SMA,SMAS RENTAWAN JELIMPO
30104497,SMA,SMAS RIA SINIR ANIK
30104498,SMA,SMAS SANTO THOMAS NGABANG
30104877,SMK,SMKS NUSANTARA NANGA PINOH
30104896,SMK,SMKS BINA KUSUMA NANGA PINOH
30104901,SMA,SMAS PGRI ELLA HILIR
30104902,SMA,SMAS PGRI 1 NANGA PINOH
30104905,SMA,SMAS MUHAMMADIYAH NANGA PINOH
30104907,SMA,SMAS KRISTEN EKKLESIA NANGA PINOH
30105063,SMA,SMAS KOPERASI PONTIANAK
30105065,SMA,SMAS MUHAMMADIYAH 2 PONTIANAK
30105066,SMA,SMAS MUHAMMADIYAH 1 PONTIANAK
30105067,SMA,SMAS MUJAHIDIN PONTIANAK
30105068,SMA,SMAS PANCA BHAKTI PONTIANAK
30105069,SMA,SMAS PGRI 1 PONTIANAK
30105071,SMA,SMAS RAHADI OESMAN PONTIANAK
30105072,SMA,SMAS ST FRANSISKUS ASISI
30105073,SMA,SMAS KI HAJAR DEWANTARA
30105074,SMA,SMA KATOLIK SANTU PETRUS PONTIANAK
30105075,SMA,SMAS GEMBALA BAIK PONTIANAK
30105077,SMA,SMAS ABDI AGAPE PONTIANAK
30105078,SMA,SMAS AL - ISLAH BAITUL MAL
30105079,SMA,SMAS ISLAM BAWARI
30105080,SMA,SMAS BINA UTAMA PONTIANAK
30105082,SMA,SMAS ISLAM HARUNIYAH PONTIANAK
30105084,SMA,SMAS ISLAMIYAH PONTIANAK
30105085,SMA,SMAS KAPUAS PONTIANAK
30105086,SMA,SMAS SANTO PAULUS PONTIANAK
30105140,SMA,SMAS SANTUN UNTAN PONTIANAK
30105192,SMA,SMAS SULTAN SYARIF ABDURRAHMAN
30105193,SMA,SMAS ABDI WACANA PONTIANAK
30105194,SMK,SMKS ABDI AGAPE PONTIANAK
30105195,SMK,SMKS AL MADANI PONTIANAK
30105196,SMK,SMKS BHINEKA TUNGGAL IKA PONTIANAK
30105197,SMK,SMKS BINA UTAMA PONTIANAK
30105198,SMK,SMKS BOEDI UTOMO
30105199,SMK,SMKS CINTA BUMI KHATULISTIWA PONTIANAK
30105200,SMK,SMKS ETHIKA PONTIANAK
30105202,SMK,SMKS KOPERASI PONTIANAK
30105206,SMA,SMAS TUNAS BHAKTI PONTIANAK
30105207,SMA,SMAS WISUDA PONTIANAK
30105208,SMA,SMAS YPK PONTIANAK
30105209,SMA,SMAS MARANATHA PONTIANAK
30105216,SMK,SMKS KRISTEN IMMANUEL
30105217,SMK,SMKS LKIA PONTIANAK
30105218,SMK,SMKS MANDIRI PONTIANAK
30105233,SMK,SMKS MUHAMMADIYAH PONTIANAK
30105235,SMK,SMKS PGRI PONTIANAK
30105238,SMK,SMKS PUTRA KHATULISTIWA PONTIANAK
30105239,SMK,SMKS RAHADI OSMAN PONTIANAK
30105240,SMK,SMKS SANTA MARIA PONTIANAK
30105242,SMK,SMKS YPK PONTIANAK
30105454,SMA,SMAS MUHAMMADIYAH SINGKAWANG
30105455,SMA,SMAS ADVENT SINGKAWANG
30105462,SMA,SMAS SANTO IGNASIUS SINGKAWANG
30105463,SMA,SMAS SANTO PAULUS SINGKAWANG
30105469,SMA,SMAS TALENTA SINGKAWANG
30105471,SMA,SMAS SOELTHAN M TSJAFIOEDDIN SINGKAWANG
30105493,SMK,SMKS MUDITA SINGKAWANG
30105513,SMK,SMKS PERTIWI SINGKAWANG
30105514,SMK,SMKS PRATIWI SINGKAWANG
30105516,SMK,SMKS SM TSJAFIOEDDIN SINGKAWANG
30105517,SMK,SMKS KOSGORO SINGKAWANG
30106118,SMA,SMAS KARYA SEKADAU
30106133,SMA,SMAS PGRI RAWAK
30106135,SMA,SMAS PGRI 6 BELITANG
30106137,SMA,SMAS PGRI TAPANG SEMADAK
30106143,SMK,SMKS AMALIYAH SEKADAU
30106212,SMK,SMKS FILADELFIA PEMANGKAT
30106225,SMK,SMKS SUBUR INSANI SAMBAS
30106485,SMA,SMAS PERMATA KASIH NANGA PINOH
30106486,SMA,SMAS SINAR KASIH NG PINOH
30106487,SMK,SMKS BELIAN PERMAI
30107259,SMA,SMAS HIDAYATUL MUHSININ
30107260,SMA,SMAS MIFTAHUL HUDA SUI RAYA
30107297,SMA,SMAS SENTOSA PEMANGKAT
30107350,SMA,SMAS SANTA URSULA
30107357,SMA,SMA SANTO PETRUS KETAPANG
30107358,SMA,SMAS PANGUDI LUHUR SANTO YOHANES KETAPANG
30107389,SMA,SMAS BINA MULIA PONTIANAK
30107392,SMA,SMAS NAHDLATUS SYUBBAN
30107395,SMA,SMAS WALISONGO PONTIANAK
30107421,SMA,SMAS PANCASILA SUNGAI KAKAP
30107570,SMA,SMAS ARASTAMAR AIR UPAS
30107628,SMA,SMAS WIDYA BHAKTI JANGKANG
30107674,SMA,SMAS KRISTEN SETIA PUTUSSIBAU
30107832,SMA,SMAS BHAKTI KARYA
30107838,SMA,SMAS BUDI OETOMO PONTIANAK
30107862,SMA,SMAS BINA SETIA DARIT
30107918,SMA,SMAS PELANGI NUSANTARA PUNGGUR
30107941,SMA,SMAS DARUT TAUHID SUNGAI RAYA
30107942,SMK,SMKS AWALUDDIN BATU AMPAR
30107943,SMK,SMKS KALVARI
30108083,SMK,SMK SANTO PETRUS KETAPANG
30108178,SMK,SMKS PELAYARAN PEMBANGUNAN
30108273,SMA,SMAS METHODIST SANGGAU LEDO
30108571,SMK,SMKS KRISTEN EKKLESIA
30108664,SMK,SMKS GLORIA TIKALONG
30108669,SMK,SMKS PRISMA SILAT HILIR
30108753,SMK,SMK KELING KUMANG
30109082,SMK,SMKS NURUL MA`RIF
30109701,SMA,SMAS ABDUSSALAM
30109706,SMA,SMA ISLAM AL-ASY ARIYYAH
30109719,SMA,SMAS TAMAN MULIA
30109784,SMK,SMKS BINA KHATULISTIWA
30109871,SMA,SMAS ISLAM HISADA
30109891,SMK,SMKS TORSINA SINGKAWANG
30109893,SMA,SMAS AL RAHMAH SEKADAU
30109938,SMK,SMKS DARUL DAKWAH
30109941,SMA,SMA JOSEPH KHATULISTIWA
30112113,SMK,SMKS NUR ILAHI
30112114,SMA,SMAS MA ARIF
30112513,SMK,SMKS ABADI KHATULISTIWA
30200285,SMA,SMAS MUHAMMADIYAH KUALA KAPUAS
30200286,SMA,SMAS ISLAM TERPADU BABUSSALAM
30200297,SMK,SMKS KRISTEN KUALA KAPUAS
30200728,SMA,SMAS PGRI BUNTOK
30200729,SMA,SMAS MUHAMMADIYAH BUNTOK
30200734,SMA,SMAS ADVENT T LAYUNG
30200960,SMA,SMAS PGRI TUMPUNG LAUNG
30201400,SMK,SMKS SANTO YOSEF SAMPIT
30201413,SMA,SMAS TARUNA JAYA SAMPIT
30201430,SMA,SMAS MARANATHA SAMPIT
30201431,SMA,SMAS MUHAMMADIYAH SAMPIT
30201433,SMK,SMKS PGRI SAMPIT
30201437,SMK,SMKS AMBARWATI TANJUNG MAS SAMPIT
30201449,SMA,SMAS PGRI-1 SAMPIT
30201842,SMK,SMKS PUTRA PANGKALAN BUN
30201844,SMK,SMKS HARAPAN PANGKALAN BUN
30202070,SMK,SMKS KARYA PULANG PISAU
30202255,SMA,SMA KATOLIK SANTO ARNOLDUS JANSSEN KUALA KURUN
30202426,SMK,SMKS BETHEL MATARAH
30202727,SMA,SMA GARING TARANTANG
30202744,SMA,SMAS KRISTEN KASONGAN
30202758,SMA,SMAS MUHAMMADIYAH KATINGAN TENGAH
30202759,SMA,SMAS MUHAMMADIYAH KASONGAN
30202760,SMA,SMAS KRISTEN TUMBANG SAMBA
30203097,SMA,SMAS ASSERUYANIYYAH
30203401,SMA,SMAS KARYA P RAYA
30203402,SMA,SMAS ISEN MULANG P RAYA
30203403,SMA,SMAS GARUDA PALANGKA RAYA
30203404,SMA,SMAS BINA CITA UTAMA
30203412,SMA,SMAS KATOLIK P RAYA
30203480,SMA,SMAS PURNAMA
30203482,SMA,SMAS PARINTIS
30203483,SMA,SMAS PANANTIRING
30203485,SMA,SMAS NU
30203493,SMK,SMKS KARSA MULYA PALANGKA RAYA
30203496,SMK,SMKS AL ISHLAH PALANGKA RAYA
30203498,SMK,SMKS ISEN MULANG PALANGKA RAYA
30203499,SMK,SMKS YPSEI PALANGKA RAYA
30203501,SMA,SMAS KRISTEN P RAYA
30203672,SMA,SMAS ABDI PANGKALAN BUN
30203689,SMK,SMKS MUHAMMADIYAH PANGKALAN BUN
30203693,SMA,SMAS PGRI 5 PIRSUS
30203709,SMK,SMKS KRISTEN PALANGKA RAYA
30203799,SMA,SMAS PGRI -2 SAMPIT
30203800,SMA,SMAS PGRI TEGUH SEMPURNA
30204095,SMK,SMKS MUHAMMADIYAH SAMPIT
30204164,SMK,SMKS GKE AGRI KARYA BAKTI
30204233,SMK,SMKS MUHAMMADIYAH KATINGAN TENGAH
30204236,SMK,SMKS TARUNG RIWUT
