"npsn","naungan","npyp","link"
"20570107","Yayasan AN-NASHIRIYAH","AH1044","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0A70B6FA-EEF5-490B-9773-15983F8688CA"
"20570119","Yayasan Pondok Pesantren Darul Ulum Rebalas","AB2887","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8FAA5C34-550A-11E3-A148-13055E7520F5"
"20570145","Yayasan AL AZIZ","AK2063","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DDD4C785-4D80-4749-9BBF-287F4E54F3F6"
"20570161","YAYASAN AR-ROUDHOH BEJI","AK2058","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F9C4F212-60C9-418D-8D8F-114548D77CA9"
"20570238","Yayasan Asshomadiyah Salafiyah Syafiiyah","AI7009","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2ABB8E58-5715-11E3-B645-4BC444CA5C87"
"20570365","Yayasan Darul Jannah","AE5312","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F02B9101-6D2F-4B25-AD1E-17E962F40FF3"
"20570367","Yayasan LP Ma'arif NU Bondowoso","AB3345","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=300DE786-ED0E-4C0A-AB3D-6E577954C043"
"20570465","Yayasan Yatama Masakin Adz-Dzikraa","AN1753","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=24093C3A-8B32-4ED7-91C9-4599296917E0"
"20570577","Yayasan Kunci Ilmu","AL6806","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=35CA3A0B-608D-4BC0-A13A-4056F1B4E054"
"20570578","YAYASAN PONDOK PESANTREN WISMA WISNU JURUG","AI5518","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B06EDAE4-34DD-4AB8-9747-455AD216FE17"
"20570615","Yayasan YOHANNES GABRIEL","AN2291","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C15398B0-EF5C-4D2B-94B5-27034DE8E019"
"20570616","Yayasan Pendidikan Perguruan Islam Thoriqul 'Ulum","AG9516","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=46E6643F-0D8B-4A7E-9FD4-CE5507B43986"
"20570617","Yayasan YPI AL KHIDMAH","AE4221","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F97AF6D2-FA0D-4A2F-85E4-445C98B44E96"
"20570653","YAYASAN PONDOK PESANTREN ANNIDA","AY3227","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8E3185C4-6F8B-4525-8A31-CF9A62DE282C"
"20570660","YAYASAN RAUDLATUL JANNAH","AE5132","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8DE395AD-5614-40CF-8BC0-CF5807A9177C"
"20570669","YAYASAN TERPADU AL HASYIM TUREN","AX3721","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AD123B45-6BE1-493C-BA66-D6D764681F21"
"20570691","YAYASAN AL-MUARRAF","AE6089","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=705F4C43-4013-4FBD-90C7-A653BAF00E62"
"20570695","Yayasan Pendidikan Islam Asy-syifa`","AG9178","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=814ADCA3-F02F-454B-AD1F-FFE849F3BB3D"
"20570743","Yayasan THORIQUL ULUM","AB0857","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=19A37CB2-C933-4370-B9D6-5A3CF4DD4B81"
"20570745","YAYASAN PONPES WALI SONGO SAMPANG","AE6113","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D811C5E5-16BA-E111-A57E-73AB6BFF6E50"
"20570750","Yayasan LEMBAGA PENDIDIKAN ASY-SYARIFIY PANDANWANGI TEMPEH","AH0310","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4755DF01-00CB-42BE-BFDA-4905B012F751"
"20570751","Yayasan ROUDLOTUL ULUM","AN1695","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BAF46CA1-366E-4E33-839B-28693ED85C8D"
"20570786","","-",""
"20570787","Yayasan LPMNU AL-FUDLOLA' PORONG","AB0592","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=81E33D28-83FE-4799-934D-ACCC2D7FFBF3"
"20570793","Yayasan AL-FURQON TANJUNG","AH0837","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6AD52326-B9CD-4F0A-B1CB-221C3929177C"
"20570795","","",""
"20570797","YAYASAN PENDIDIKAN ISLAM BABURROHMAH MOJOSARI","AW9857","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=69E04302-DDE9-4264-B4D2-39E8CB65B117"
"20570821","Yayasan YPI Mahfilud Duror","AK2503","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=389D39DB-7D29-4DAA-B79D-9331977A9167"
"20570825","YAYASAN PENDIDIKAN KRISTEN GLORIA","AW8325","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1D2A48B7-D7F9-41BB-8B3A-42D9ED50C593"
"20570831","Yayasan BUSTANUL FALAH","AH0694","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=14F30CD4-59B7-4BEA-891A-294D7E20D919"
"20570832","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur","AB4667","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=33957206-5B3A-4EB6-A5B8-0D4C4AF17258"
"20570835","Yayasan YASPIA","AE3371","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=EA2EAE48-69F6-4881-85BE-42B2F785A13A"
"20570839","YAYASAN NURUL YAQIN AL ISLAMIYAH","AK2800","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CBD804FE-5163-11E3-97AA-7B8DC416B62B"
"20570882","Yayasan Pesantren Taufiqiyah","AE4634","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=32EA486A-8EEE-11E3-93F4-AB5832415D43"
"20570899","Yayasan Roudlotut Thohirin","AL7690","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4DBF5F94-565F-11E3-9902-7B1BB7C03FB5"
"20570951","Yayasan Pesantren Syekh Maulana","AB1690","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D7889381-304B-4F37-9700-DD70D47F72AB"
"20570965","Yayasan AS-SYAFI'IYAH","AE5748","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F4A4D2A3-34CE-4BBB-AA91-91F51264E806"
"20570966","Yayasan YPI BUSTANUL ULUM PAKUSARI","AI6543","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=96285937-DBCA-4A31-B24D-A09C0983A0CD"
"20570967","Yayasan YPAI FATIHUL ULUM","AE5713","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A8C36339-B7D8-418A-B7BC-10F082C95D36"
"20571007","Yayasan Pendidikan Dan Sosial Hidayatul Mubtadiin","AL8218","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=43DD88B1-CEBE-4E15-B63B-3E5DA097510A"
"20571010","Yayasan DHARMA PUTRA HUSADA","AE3653","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=37DC8C3D-4E72-4491-90FC-8A4C2E4FF377"
"20571032","Yayasan YSPI AL BADAR","AL7627","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=158E3473-825C-40DB-9F61-940141E360BC"
"20571034","YAYASAN SOSIAL PENDIDIKAN DARUL HIKAM","AL7687","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=82DDBBA4-2DFD-4678-87E4-E9E20A6D2F8F"
"20571085","Yayasan Pendidikan dan Sosial Akbar Sejahtera","AE5645","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=ED2EC618-944A-11E3-ADAE-A7BF32BE5036"
"20571087","Yayasan Maharani Mulia Sejahtera","AB5231","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D2231598-1495-4F4F-BC36-627B4927069F"
"20571165","Yayasan Hamukti Muksa Cendekia","AB4385","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=39962D71-C667-43F8-801E-7BCF7922A254"
"20571207","Yayasan Al Hidayah Kutorejo","AG9244","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=07499EC7-60A6-446F-B570-FAFC4C0A991B"
"20571319","YAYASAN DARUL ULUM BANYUANYAR PAMEKASAN","AI6754","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7D58ED2E-7DD7-43B9-BA95-E705B4167103"
"20571325","Yayasan MUHAMMAD HASYIM SUMENEP","AE6311","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6F4752A4-8332-4F7B-A5EB-B6C3FEEAB4E9"
"20571344","Yayasan YP. GAMA CENDIKIA JAYA","AN2192","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1CB20B2A-DE8F-4711-8F49-093BEC8FE708"
"20571417","Yayasan PUTRA BINA CENDEKIA","AB5022","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2A5B7EC1-125F-4634-9871-166AC09A2DB7"
"20571462","YAYASAN PENDIDIKAN ROUDLOTUL ISLAM","AY0008","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F46E9E34-C3C6-4E2F-AF6F-A2B36B8D8A50"
"20571475","Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Banyuwangi","AO1176","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9F780BCE-56FF-11E3-9C3B-AB76D0ADCD48"
"20571514","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur","AB4667","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=33957206-5B3A-4EB6-A5B8-0D4C4AF17258"
"20571589","Yayasan zainul muin","AI6595","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0E4B20B0-B93C-4B06-A1AD-7E84E3510B8C"
"20571596","Yayasan Kyai Haji Muhammad Hasyim Asy'ari","AB1017","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=90B9E724-3E0D-11E4-AA91-BF7AC9A66B5C"
"20571619","","-",""
"20571633","YAYASAN ZAINUDDIN","AE6086","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6DB208B1-4F03-4852-8A15-7EACDF62F3E5"
"20571676","YAYASAN AL-KAUTSAR DEMPOK","AW8822","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D3D1CE75-236E-43C0-9A9E-6075D9FD4086"
"20571677","Yayasan YPPP AL-KARIMI","AE3123","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5C3A430A-0605-43DA-9F10-55384044163C"
"20571680","Yayasan BADAN WAKAF KH ADLAN ALY","AB1018","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=08581D35-C3A0-4675-BBAC-D85F584A5C6A"
"20571683","Yayasan MAHAD TARBIYATUNNASYIIN","AE3078","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6DBF4714-78CE-11E3-BF8A-C3CE0E5D6DD4"
"20571842","Yayasan NURUL HIDAYAH","AB5363","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=603D1AE8-390C-4E2A-B248-6DB7FA16213B"
"20572006","","-",""
"20572020","Yayasan Pendidikan Sabilur Rosyad Al-Utsmani","AI5053","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3B6ADCFC-5708-11E3-AF58-3F48C754B6EF"
"20573055","Yayasan Al Azhar","AO1211","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3C14586D-84DC-4FA7-BE2B-5EA4919214E9"
"20573071","Yayasan CAHAYA HARAPAN BANGSA","AO1321","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=244BE24B-B2D5-42F5-B871-19BC4EFACA69"
"20573098","Yayasan Daruz Zubad","AI7061","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E2DD1A84-8FA9-11E3-8546-97D7974D1F6C"
"20573137","Yayasan Pondok Pesantren Nurusshaleh","AK2931","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C46FD85C-E967-4904-B8AF-AFC3E8FC313A"
"20573179","YAYASAN AL-MAKRUF","AE7152","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2E3309FF-330E-49EC-B268-ACB95FBEF0C5"
"20573195","Yayasan HAQQUL YAQIN DUWA' POTE","AB4222","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=37CF05C7-D554-471D-8E64-864B344766FE"
"20573199","Yayasan YASPI AS-SALAM","AB4210","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2F425676-B1A3-4432-A989-141280142C78"
"20573210","YAYASAN AL-BAISUQI","AX9363","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C1788192-5A7C-45C6-B9BF-59FE13DC1972"
"20573212","Yayasan Pondok Pesantren Miftahul Waritsin","AK2478","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=59BCD28D-E924-4397-9204-A888C141CD2B"
"20573265","Yayasan Miftahul Ulum Palengaan Laok","AH0816","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=ECCD6E16-F7C2-4CEA-A067-EBC4E342543F"
"20573270","Yayasan DIAN DELTA SIDOARJO","AG9103","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=735110BA-A54A-42B0-B0C4-6BC0C362C8E7"
"20573272","","-",""
"20573273","Yayasan Sosial dan Pendidikan Islam (Yasopis) Bil-Amal","AL8439","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A3D4E81F-54B6-4C90-82AB-C2BD9D14079C"
"20573274","Yayasan Syaikhona Ahmad Faqih","AE6019","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BFADD64B-8E44-40C5-9424-6FC98C0612BC"
"20573284","Yayasan IBNU CHOLIL BANGKALAN","AE6511","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AD6C3E79-0674-4AEB-AC91-4ED7943DEA86"
"20573293","Yayasan PP. AL ILYASY","AK2762","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DA8B3A7E-B013-44CB-9DA0-2E67C4C33CD0"
"20573328","Yayasan Pendidikan Pondok  Pesantren Raudlatut Tholabah ","AO1100","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=43AFE614-86EC-11E3-818A-E329E94F4CFF"
"20573398","Yayasan Samodra Ilmu Cendekia","AO0495","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8F5BB7CC-03E4-4F16-89DE-1BB704F70784"
"20573482","Yayasan MANBAIL HUDA","AE3427","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=32D8D6B6-98C0-46E7-ADD6-7496A4F32228"
"20573605","Yayasan Az Zumar","AI6920","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=39AA9138-76AB-4DBD-9A6B-71EB56D504C4"
"20573768","YAYASAN NURUL HASAN PAJARAKAN","AX0628","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=22C4C58B-D9A0-4F2A-A431-D60318D2C83F"
"20573861","Yayasan WACHID HASYIM SURABAYA","AE7035","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=EA68D598-752D-405D-A617-39916A8411A4"
"20573920","Yayasan SURYA DARMA LAKSANA","AB5289","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C83D63F7-DB14-4A19-AC1C-4C8F9626D26C"
"20573921","Yayasan AL MUNIR","AG9352","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BDE24F2F-1418-4752-AF32-D11C6918D315"
"20574095","Yayasan YPP WASILATUL HUDA","AE3341","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6327B030-CC84-40F8-9343-0EFC602F752C"
"20574096","YAYASAN BANY SUYUTY AL BAISUNY","AK2963","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9923D8E6-5256-11E3-A432-634D93E01C4B"
"20574475","YAYASAN MAARIF NADLATUL UMMAH PAMEKASAN","AE5984","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A96AB5E7-BCEF-4704-A7F6-1D94753C2691"
"20574520","","-",""
"20574522","Yayasan HIDAYATUL  MUBTADIEN","AB4213","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5380550A-5718-11E3-803E-67C0E0DAAD07"
"20574531","Yayasan DARUL ULUM","AB0936","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E1F5AA51-108E-47AB-A269-2D54D42E86B4"
"20574536","Yayasan Al Muslim Jawa Timur","AN0907","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F9CC34E9-F613-401C-8995-2840DF4D1953"
"20574583","Yayasan Pondok Pesantren Manba'ul Huda Al Mubarok","AE2621","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1D4E8097-F354-4ECD-86D7-B955780B5274"
"20574613","Yayasan Mazra'atul Ulum Paciran","AE3615","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=185CAFC5-5C7E-4212-9EC6-FBA87D94D0BE"
"20574638","Yayasan PUTRA BINA CENDEKIA","AB5022","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2A5B7EC1-125F-4634-9871-166AC09A2DB7"
"20574665","YAYASAN__PUTRA_HARAPAN_BANGSA_GAMPINGAN_PAGAK_MALANG","AL7674","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A1E0DD22-917F-4D00-896A-9EE96BED0999"
"20574670","Yayasan Ulul Albab Al Hasany","AN2156","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=732CCA2A-FC5C-11E3-9A82-0752309382B6"
"20574699","Yayasan YPI AL-MUTTAQIEN","AL7409","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2E67341C-B7CE-4D40-B6DE-3E3FB6E4292F"
"20574701","Yayasan YPI AL-MUTTAQIEN","AL7409","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2E67341C-B7CE-4D40-B6DE-3E3FB6E4292F"
"20574706","","-",""
"20574720","yayasan pendidikan nur medika","AO1304","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=748ADD85-25D7-4FA3-868B-5CC20C4860FC"
"20574735","","",""
"20574736","Yayasan Al - Mayshuriyah","AN2020","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3F29DDFF-68E3-48B7-A4F8-F2090F45DD89"
"20574768","Yayasan Samodra Ilmu Cendekia","AO0495","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8F5BB7CC-03E4-4F16-89DE-1BB704F70784"
"20574849","yayasan Ponpes Abu Dzarrin","AB1232","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F6E212E4-F65F-4CB3-8B84-B09C5A765367"
"20574853","Yayasan Pendidikan Islam Assalam Jambewangi","AO0758","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=32C38100-D502-4A69-AB15-FE8EC8DBED93"
"20575415","Yayasan Ulul Albab Maron","AB3066","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=42D5CAC2-4773-4541-A1C8-62E705AD60FA"
"20575416","Yayasan DARUL MUKHLASHIN","AB2947","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D8395218-A55B-43DD-8007-4E17A94EDFDA"
"20575417","Yayasan Nizhamul Islam","AB3070","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F98C55AC-618E-4D52-9314-DD0A49FC975E"
"20575419","Yayasan Pondok Pesantren Darun Najah","AO1011","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C02C5879-E278-4A9A-AD3B-F386DFBF8AB1"
"20575428","YAYASAN GRAHA MUSLIM CENDEKIA","AG9798","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=16082D52-5D8B-45A6-B3A9-C76E89F5AA44"
"20575437","Yayasan PENDIDIKAN KRISTEN DIAN SAKTI","AO0767","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=253A13F7-89AC-47DB-B951-610E5CE82902"
"20575823","Yayasan Samodra Ilmu Cendekia","AO0495","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8F5BB7CC-03E4-4F16-89DE-1BB704F70784"
"20575955","Yayasan BPPPMNU Cabang Kab. Mojokerto","AX6491","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E8329897-8D4D-47B9-91AB-6CB239587723"
"20576080","Yayasan Insan bhakti Husada","AI5403","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3F2DAA8F-C2E1-41F3-AAC8-1652C8E89988"
"20576083","Yayasan ASWAJA CLURING BANYUWANGI","AX7555","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2DF6C091-489B-45CC-A774-29A1A33A1C7A"
"20576092","Yayasan Samodra Ilmu Cendekia","AO0495","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8F5BB7CC-03E4-4F16-89DE-1BB704F70784"
"20576115","Yayasan BERLIAN UTAMA","AB1746","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D53ACD78-DBC4-456E-9E3C-F05F02CE1935"
"20576118","Yayasan MAMBAUL ISLAM","AB3091","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=EF48A16E-9923-4ACE-B4E4-03499D224C91"
"20576131","Yayasan Pondok Pesantren Aeng Cellep Banyuglugur","AX4786","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4267EEDD-E321-497F-8535-00867CD2DB30"
"20576136","YAYASAN PENDIDIKAN ISLAM RADEN PAKU","AG9018","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5C7F852E-DBFD-45A4-9470-C3CFC983C4C7"
"20576137","Yayasan NURUL AFIFAH","AB3130","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=77DCF8E9-3A1B-E211-B1E2-4D46D594EB9F"
"20576152","","",""
"20576196","YAYASAN BHKATI MADIUN","AG9609","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7066F576-DD2E-48DA-A35A-61EDD3682436"
"20576251","Yayasan PPAY Al - Amal Surabaya","AL8944","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B98793F1-1E21-4877-BCCA-3F03686F4AA3"
"20576325","Yayasan Salafiyah Syafiiyah NURUL ARSYAD","AB3488","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9545EF4E-3750-4583-8206-A8048A547E2B"
"20576455","YAYASAN PONDOK PESANTREN MAMBA'UL ULUM AL MANSHUR","AI5133","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1A62DE09-887E-4BEF-A22B-F748A7C3B546"
"20576459","Yayasan BUMI ASWAJA","AG9063","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=44770F09-C1E4-4E8B-9D42-2FD9657E5706"
"20576727","Yayasan HIDAYATUS SHOLIHIN","AB1992","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B88CB6D1-765C-40F2-BFAD-5167E51A8104"
"20576880","Yayasan Pondok Pesantren,Pendidikan dan Sosial Annur Fatmah","AE2921","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CCBB8157-2619-418B-A3A8-D9479832B736"
"20576889","","-",""
"20576902","Yayasan LPI Al Azhaar Tulungagung","AL7588","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F980956D-2A9F-4079-A89E-36D07EEE4146"
"20576982","YAYASAN PENA ALMAS'UDIYAH","AB4150","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=107EBCCE-1895-4847-8671-1D9409781CB6"
"20577211","Yayasan Pondok Pesantren dan Sosial Nurul Mu'minin","AK2449","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=51A9C98D-7CDA-4A83-B128-A5947451F5DE"
"20577229","Yayasan Pendidikan Dharma Vita","AL8845","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=50AA302B-F5C5-41CB-A5EA-11895FBB4A05"
"20577230","YAYASAN SEKOLAH MENENGAH KEJURUAN ASSALAM","AB3698","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5FC689DB-E01F-4B92-9B77-206A610C4DD7"
"20577261","Yayasan Purnama","AK0993","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=347D0309-F471-458C-9A33-623439B37E4D"
"20577286","Yayasan Pendidikan Islam Pondok Pesantren Al Ibrahimy Konang","AB4551","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8AD0C165-2BCC-4E57-948E-A55B17955C7B"
"20577305","Yayasan NURUL UMMAH LAMONGAN","AB1435","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E341A686-A1E0-430A-A9C7-AC3F182609B4"
"20577334","Yayasan GITA KIRTTI Surabaya","AB4906","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6A482F3E-467D-11E3-BD35-8BA14113B9A2"
"20577343","YAYASAN PENDIDIKAN ISLAM AR-ROHMAH PUTRI MALANG","AN1582","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=11738BEC-D715-4600-810D-DA73B6D0CE98"
