"npsn","naungan","npyp","link"
"10203540","Yayasan Pendidikan Bukit Cahaya","AN2913","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=704367ED-78E1-4A4B-988C-24ECD9C05807"
"10203541","Yayasan SMK Teknik Dairi","AN2915","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=877D2B19-4A3E-4287-85B8-9D8B9B8D2E9A"
"10203548","","",""
"10203556","Yayasan Pendidikan HKBP Sidikalang","AN2914","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A4CBE0FD-5965-41B3-ACEF-A22D7911A763"
"10203558","","",""
"10204027","YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA","AK4564","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5E520F49-5BCD-4690-A5DD-67D4210651BC"
"10204028","YAYASAN PERGURUAN UMUM SENTOSA 1986","AE8614","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=639BAA56-44F4-11E3-BFDE-139781726CAA"
"10204029","YAYASAN PERGURUAN TRIYADIKAYASA","AE8774","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=99B1173C-BDBB-4453-ACF1-9E10918D9F1C"
"10204030","Yayasan Perguruan Teladan Indrapura","AM0165","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D56E354C-C2A5-4EA5-A3A1-C894D1454896"
"10204031","Yayasan Persatuan Perguruan Tamansiswa Cabang Sukadamai","AH2261","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7B04FCCF-7A37-4E50-B03A-08285139747C"
"10204032","Yayasan Persatuan Perguruan  Tamansiswa Cabang Kisaran","AE8703","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=09B08E63-9ACD-42E6-A55E-F2A6D71FEC75"
"10204068","YAYASAN PERGURUAN AL MA'SHUM","AE8705","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3063E34D-1ACD-4984-8B8B-8DE88639B308"
"10204069","Yayasan Pend. Tengku Amir Hamzah Indrapura","AM0157","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=82A9BA60-7F3B-4557-AEEC-5C46897F04DB"
"10204070","YAYASAN PENDIDIKAN TEKNOLOGI ASAHAN","AE8754","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=937CE0CF-5492-424B-B520-D63B62BD15E3"
"10204071","YAYASAN PERGURUAN NUSANTARA LABUHAN RUKU","AO1951","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C6D10A23-3F84-475A-BE99-111F4036A3E8"
"10204072","","-",""
"10204077","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara","AM0308","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2495172D-A0B9-40D5-A603-AEEAAFF70DA2"
"10204078","YAYASAN PENDIDIKAN MERANTI","AB6880","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A4E2C88D-38D7-4AA5-A198-7DFEF1675C74"
"10204079","YAYASAN KESATUAN MERANTI","AB6881","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=25A3309C-3E26-4D66-B26C-4C1E6FF15499"
"10204080","","",""
"10204082","Yayasan Budhi Darma","AM0136","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B743E39D-4BD4-400C-8A14-918347F7BCFF"
"10204083","YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA","AK4564","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5E520F49-5BCD-4690-A5DD-67D4210651BC"
"10204225","YAYASAN KESATUAN MERANTI","AB6881","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=25A3309C-3E26-4D66-B26C-4C1E6FF15499"
"10204226","YAYASAN PENDIDIKAN HARAPAN LOBU RAPPA","AH2176","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6690B467-CF2B-4987-A361-02C2A0051D82"
"10204227","yayasan diponegoro","AE8757","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=04AB1C3F-96E8-4827-B0A4-754A79D9141B"
"10204228","YAYASAN PERGURUAN DAERAH SEI BEJANGKAR","AN3108","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=51B004F4-3903-45E6-A58D-79EEE8B53FD4"
"10204229","YAYASAN PENDIDIKAN MUTIARA ILMU","AE8743","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5F1B35A6-BDC6-4B24-97F0-B49110C08697"
"10204230","YAYASAN PENDIDIKAN DAERAH AIR PUTIH","AM0148","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=F2C1AECA-A7CA-413E-928C-D5E11399BEB8"
"10204231","Yayasan Pendidikan Swasta Daerah Air Joman","AB6897","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C353CCA0-C38B-4B5F-ADD0-D0010F280E41"
"10204232","Yayasan Perguruan SMA Daerah Air Batu ","AB6842","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=79A57E6D-EFB4-4B2A-A625-78785BD4AF3D"
"10204233","","",""
"10204235","","",""
"10204236","Yayasan AL JAM'IYATUL WASHLIYAH","AC2409","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6E0CF149-2E98-48D1-994C-D452341FBCC2"
"10204237","Yayasan Perguruan Al Mashum Sidodadi","AE8709","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BB043CDB-8719-4ECB-A052-D8C0D7A0C0D3"
"10204238","YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA","AE9677","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=09E177C2-3E48-11E4-BBF8-9B36FB2F7F6D"
"10204240","YAYASAN PENDIDIKAN MERANTI","AB6880","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A4E2C88D-38D7-4AA5-A198-7DFEF1675C74"
"10204241","YAYASAN PENDIDIKAN KRISTEN METHODIST MORIA KISARAN","AE8686","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D038A978-2A83-11E4-96A4-8769F60DCE66"
"10204242","YAYASAN MITRA INALUM","AO1920","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AACA5769-65AD-416D-B1F6-2FA162F1F0CC"
"10204245","YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA","AK4564","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5E520F49-5BCD-4690-A5DD-67D4210651BC"
"10204246","YAYASAN PERGURUAN UMUM SENTOSA 1986","AE8614","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=639BAA56-44F4-11E3-BFDE-139781726CAA"
"10204247","YAYASAN PERGURUAN TRIYADIKAYASA AEK SONGSONGAN","AH2179","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7A6B07D6-C731-4EE8-B955-636A0CBDAE0F"
"10204248","Yayasan Perguruan Teladan Indrapura","AM0165","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D56E354C-C2A5-4EA5-A3A1-C894D1454896"
"10204249","Yayasan Persatuan Perguruan Tamansiswa Cabang Sukadamai","AH2261","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7B04FCCF-7A37-4E50-B03A-08285139747C"
"10204250","Yayasan Persatuan Perguruan  Tamansiswa Cabang Kisaran","AE8703","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=09B08E63-9ACD-42E6-A55E-F2A6D71FEC75"
"10204251","YAYASAN PENDIDIKAN SWADAYA","AE8648","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=76FAF848-D622-4339-BED9-14E8CBFC90E0"
"10204252","YAYASAN PERGURUAN PENDIDIKAN SEPAKAT SEI BALAI","AN3090","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=67460750-EFED-4772-ACFB-49B4EA15C97E"
"10204253","Yayasan Pendidikan Katolik Santo Yoseph Medan","AB7948","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9A4AB405-CC3A-4D5E-ABE8-0879350E3E61"
"10204254","Yayasan SMA SWASTA NUSANTARA LABUHAN RUKU","AO1949","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=84EBAD17-C44F-4765-859D-A1913806155A"
"10204255","YAYASAN PERGURUAN NASIONAL","AO1950","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=50F09556-2D92-11E4-8996-0FDCB774CB9C"
"10204256","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara","AM0308","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2495172D-A0B9-40D5-A603-AEEAAFF70DA2"
"10205184","YAYASAN BUNDA SITI BANUN","AL9972","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=38429FBB-9BA8-409C-AB33-066C0E7B5327"
"10205186","","",""
"10205189","YAYASAN PERGURUAN PELITA TRI MANDIRI AEKKANOPAN","AH2562","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6E771BFA-8247-11E3-A058-93102455710B"
"10205190","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara","AM0308","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2495172D-A0B9-40D5-A603-AEEAAFF70DA2"
"10205191","Yayasan YPKMI","AI8259","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C0B16CA5-1D26-4D42-88AA-9464D173FF6C"
"10205192","YAYASAN PERGURUAN KUALUH","AH2557","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2F91CE25-4607-413A-A226-486344B49396"
"10205193","YAYASAN PERGURUAN KI HAJAR DEWANTARA","AX1779","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=18894984-9BDC-4946-9015-1534C03BEC85"
"10205194","","",""
"10205196","Yayasan Yay. Perg. Nasional Dwi Guna","AE9237","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1CEE6D2E-B096-11E3-9826-D7AF4AD14BCC"
"10205197","YAYASAN PERGURUAN BUDI UTOMO","AI8557","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5A064F88-5736-48D3-8FC4-27E8680A168E"
"10205200","Yayasan perguruan al jam'iyatul washliyah","AH2591","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3BB0F7A2-8238-42F7-B7D5-427666969B23"
"10205203","Yayasan Perwakilan YPLP PGRI Provinsi Sumatera Utara","AB7774","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=606DFBD3-6E22-4B81-A296-1C52DA609BA0"
"10205205","","-",""
"10205206","Yayasan PESANTREN RAUDLATUL ULUUM AEK NABARA","AI8247","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=918862BE-4059-473C-BE2D-AFBDBA5335CB"
"10205207","YAYASAN PESANTREN RAUDLATUL ULUUM","AI8275","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D72A1663-FA5E-441D-B71B-7165240A6B84"
"10205209","Yayasan Pendidikan Pemkab Labuhanbatu","AL9975","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=73576E2E-A270-4469-A5A3-800AE12238DB"
"10205210","YAYASAN PERGURUAN PELITA TRI MANDIRI AEKKANOPAN","AH2562","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6E771BFA-8247-11E3-A058-93102455710B"
"10205214","Yayasan Perguruan Harapan","AH2560","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9F38B623-D4BA-4252-8697-D8BCB7847B20"
"10205215","YAYASAN PERGURUAN BUDI UTOMO","AI8557","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5A064F88-5736-48D3-8FC4-27E8680A168E"
"10205216","Yayasan MAJELIS PENDIDIKAN AL WASHLIYAH","AH2595","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=20662DB3-8C14-47BF-8CE6-A7B34FB54EE4"
"10205289","","",""
"10205366","Yayasan Pendidikan Keluarga Karyawan","AK4187","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E31D5C11-FC72-44E6-9D56-5AF5CDF47023"
"10205367","Yayasan Perguruan Tasik Raja","AI8579","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=C584BF5E-FC1E-4C75-9E0F-3993D7E60D99"
"10205368","Yayasan Pendidikan Katolik Santo Yoseph Medan","AB7948","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9A4AB405-CC3A-4D5E-ABE8-0879350E3E61"
"10205369","Yayasan Perguruan Katolik Santo Laurensius","AB7977","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=74CC7630-89AD-4D55-BB65-269EADBE74AC"
"10205371","YAYASAN SEMBILAN DESA","AI8251","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=CED33989-DF4C-4D99-B6A3-B97544ECD009"
"10205372","","",""
"10205373","YAYASAN PERGURUAN PELITA TRI MANDIRI AEKKANOPAN","AH2562","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6E771BFA-8247-11E3-A058-93102455710B"
"10205374","Yayasan Perguruan Panglima Polem Rantauprapat","AL9990","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3217A972-4A75-11E3-AA75-37BF4DE35CB3"
"10205375","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara","AM0308","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2495172D-A0B9-40D5-A603-AEEAAFF70DA2"
"10205376","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara","AM0308","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2495172D-A0B9-40D5-A603-AEEAAFF70DA2"
"10205377","Yayasan Perguruan Kristen Methodist Rantauprapat","AO1832","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=22B28A21-6DF0-4863-9CDA-8E5D1A42559F"
"10205396","Yayasan KARYA TANI","AK4193","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DECF47C0-9684-42E5-8868-0FF9FCE9756B"
"10205397","Yayasan perguruan karya handayani","AI8514","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=8A4ECFFA-1E9D-4A0A-A8EE-9265D5EA8C2E"
"10205416","YAYASAN PENDIDIKAN DONALD ISAAC PANJAITAN","AY2814","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=210DF045-F40F-49C3-8F94-B4F977AD6D69"
"10205417","Yayasan Kemala Bhayangkari","AA0760","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=AD65C294-BDAD-43E7-8AB3-9A9430D4F783"
"10206116","YAYASAN PERGURUAN SMK HKI SARULLA","AB6905","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=A314632A-A3AD-4EAE-BD26-8DF521219512"
"10206126","Yayasan PERGURUAN HKBP SARULLA","AB6906","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=0D1D4535-3DD1-43E9-AFA7-E93592C08A83"
"10206513","YAYASAN PERGURUAN CINTA RAKYAT SIORDANG","AN2978","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=121989A3-F473-4582-B2AB-8B48A0CD982E"
"10206514","Yayasan Perguruan Tri Mulia Bhakti Sorkam","AN2934","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D7BBEA48-413A-11E4-8D68-074175FCE6B5"
"10206515","YAYASAN PERGURUAN MADUMA","AE8808","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=ABFDE1E9-2A9C-4C81-BAB3-1CA2AB8DFE8D"
"10206516","Yayasan PERGURUAN H. ALAMSYAHBUDDIN BATUBARA","AE8831","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=E5DA384A-A28D-4461-8449-DE5F8FA3D8F4"
"10206577","YAYASAN PERGURUAN TIGA BUKIT","AE8845","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4660CFDB-09C0-4D5E-8B80-613060C633BB"
"10206585","YAYASAN PERGURUAN KELUARGA SIAMBATON NAPA","AE8859","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D12C67D5-09EC-4B7A-99EB-0F53AB23DD7C"
"10206586","Yayasan Budi Mulia Lourdes","AH9883","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4865AC08-2805-4674-8135-06F5BCF68736"
"10206597","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara","AM0308","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2495172D-A0B9-40D5-A603-AEEAAFF70DA2"
"10208076","Yayasan Pendidikan Muslim Panyabungan","AH2332","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=77B8362B-5F24-4456-952B-4FBD4C76B7BF"
"10208077","YAYASAN SMK SWASTA MERPATI NUSANTARA","AH2384","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7D4193C7-18D5-44CC-8499-2349EE91F756"
"10208084","","",""
"10208158","Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara","AM0308","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2495172D-A0B9-40D5-A603-AEEAAFF70DA2"
"10208159","YAYASAN PERGURUAN WIRA BANGSA SIABU","AH2381","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3883FA99-73CA-407C-BCE6-B5DD3179BC5D"
"10208457","YAYASAN DON BOSCO  MANADO","AC4296","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=7778DF14-FC53-11E3-8263-CF332ABDA5B4"
"10208514","Yayasan Perwakilan YPLP PGRI Provinsi Sumatera Utara","AB7774","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=606DFBD3-6E22-4B81-A296-1C52DA609BA0"
"10208515","","",""
"10208516","Yayasan Perwakilan YPLP PGRI Provinsi Sumatera Utara","AB7774","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=606DFBD3-6E22-4B81-A296-1C52DA609BA0"
"10208518","Yayasan SMK Sw Karya Pendidik Balige","AI8397","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=B8FACC5D-7696-434A-B762-CD7F10E5532F"
"10208521","Yayasan Sumber Daya Pembaruan","AK4249","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=49453DFA-5ED2-4A7E-8622-406CD978C6DF"
"10208522","Yayasan Pendidikan Parulian 4 porsea","AK4318","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=4AAFA6E7-E67B-4901-AA64-A192C2C101DE"
"10208523","Yayasan SMK SWASTA SOPOSURUNG BALIGE","AI8381","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=37BA2293-32BB-47BC-A711-21F86A6FF83E"
"10208702","YAYASAN PERGURUAN LUTHERAN INDONESIA","AE9013","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=BCD380A7-4886-4396-922E-518CD68EB900"
"10208703","Yayasan Badan Penyelenggara Pendidikan HKBP","AO1904","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=6F968448-B4D4-4052-AD53-F4CECC46BB4A"
"10208707","YAYASAN PENDIDIKAN SMK SWASTA NUSANTARA DOLOKSANGGUL","AE8990","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9042E6B8-645F-4163-AF4D-57F3B3AA22F4"
"10208709","Yayasan PENDIDIKAN TRISULA DOLOKSANGGUL","AE8988","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=853FA5C7-18CD-484B-AF61-5EEB9E005635"
"10208721","Yayasan DEWAN SEKOLAH HURIA","AE8980","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=20276CB0-5562-42BA-8911-45A789CD6DC2"
"10208722","Yayasan Pendidikan Katolik Santo Yoseph Medan","AB7948","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9A4AB405-CC3A-4D5E-ABE8-0879350E3E61"
"10208943","YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA","AE9677","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=09E177C2-3E48-11E4-BBF8-9B36FB2F7F6D"
"10208945","Yayasan PERGURUAN KARYA JAYA","AB7348","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=2F65ECB3-F469-47D2-B1EF-C9541948F07B"
"10208946","YAYASAN PERGURUAN HKBP PANGURURAN","AB7347","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=00708EF7-4AB0-4F3D-9D49-2763E1C5CC3D"
"10208952","YAYASAN PENDIDIKAN SANTU PETRUS URAT","AB7320","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=DA2589C0-D503-4957-A982-14699872F73E"
"10208953","Yayasan Pendidikan Katolik Santo Yoseph Medan","AB7948","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=9A4AB405-CC3A-4D5E-ABE8-0879350E3E61"
"10208954","","",""
"10208955","Yayasan Perguruan Swasta SMA Karya Jaya Pangururan","AB7338","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=78CB2933-3F9E-4926-A6DD-F009ACE56DC0"
"10208956","YAYASAN PERGURUAN HKBP PANGURURAN","AB7347","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=00708EF7-4AB0-4F3D-9D49-2763E1C5CC3D"
"10209283","YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA","AK4564","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5E520F49-5BCD-4690-A5DD-67D4210651BC"
"10209284","Yayasan Pendidikan Musda Sei Rampah","AH2459","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1ABED3A3-028E-4133-98DB-890E6181E21E"
"10209285","","",""
"10209287","","",""
"10209300","Yayasan Pendidikan Perguruan Satria Dharma","AI8472","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=5A1CE177-F87C-443B-9F9F-9C03BC4A272B"
"10209388","","-",""
"10209390","Yayasan Pendidikan Dharma Utama","AE9345","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=FD286618-AA69-4B8B-878D-5DFAA311510E"
"10209391","Lainnya","AI8464","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=92C13252-4178-4538-BAAD-63B1B515AF98"
"10209392","Yayasan Al Jam'iyatul Washliyah","AI8422","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=80AEE1E0-D706-4B6D-B5B2-20E878D43947"
"10209398","","",""
"10209399","YAYASAN PERGURUAN KARTINI UTAMA","AH2468","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=29D51590-3DE3-11E3-A2E8-33B797564BF5"
"10209402","YAYASAN MUSDA PERBAUNGAN","AI8434","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=D3FD7A8A-668D-4E90-927D-2CF7ECFDA561"
"10209403","Yayasan PERGURUAN MELATI","AI8465","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=10C2EF1E-3EC4-11E3-8DD4-9349BE344532"
"10209407","Yayasan Perguruan Karya Utama","AE9088","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=1E2F6615-FFB8-4271-A14F-2D2E7804795A"
"10209408","YAYASAN PERGURUAN KARYA SETIA PEGAJAHAN","AK4418","https://vervalyayasan.data.kemdikbud.go.id/index.php/Chome/profil?yayasan_id=3646D625-B68E-4246-B680-91604596D2AE"
