NYPY,NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,NPYP
AH5105,30101842,SMP CAHAYA HARAPAN TAYAN,SMP,Kec. Tayan Hilir,Kab. Sanggau,Prov. Kalimantan Barat,
AH5105,30101951,SMKS CAHAYA HARAPAN TAYAN,SMK,Kec. Tayan Hilir,Kab. Sanggau,Prov. Kalimantan Barat,
AI8592,69886449,SMKS IT MARINAH AL-HIDAYAH,SMK,Kec. Medan Denai,Kota Medan,Prov. Sumatera Utara,
AA7702,20361878,SMKS AL MUSTAWA,SMK,Kec. Randublatung,Kab. Blora,Prov. Jawa Tengah,
AJ0774,10806743,SMAS BAKTI BARADATU,SMA,Kec. Baradatu,Kab. Way Kanan,Prov. Lampung,
AJ0774,10806845,SDS BHAKTI,SD,Kec. Baradatu,Kab. Way Kanan,Prov. Lampung,
AJ0774,10806769,SMP BHAKTI BARADATU,SMP,Kec. Baradatu,Kab. Way Kanan,Prov. Lampung,
AO0782,20514393,SMAS I HASANUDIN KESAMBEN,SMA,Kec. Kesamben,Kab. Blitar,Prov. Jawa Timur,
AO0782,20514358,SMP ISLAM HASANUDDIN KESAMBEN,SMP,Kec. Kesamben,Kab. Blitar,Prov. Jawa Timur,
AO0782,20556958,TK AL HIDAYAH KESAMBEN,TK,Kec. Kesamben,Kab. Blitar,Prov. Jawa Timur,
AO0782,69744299,RA/BA/TA AL HIDAYAH PAGERGUNUNG,RA,Kec. Kesamben,Kab. Blitar,Prov. Jawa Timur,
AO0782,60714628,MIS WIDADA,MI,Kec. Kesamben,Kab. Blitar,Prov. Jawa Timur,
AA5969,20300600,SMA AL HIDAYAH SIDAREJA,SMA,Kec. Sidareja,Kab. Cilacap,Prov. Jawa Tengah,
AA5969,20300676,SMP AL HIDAYAH SIDAREJA,SMP,Kec. Sidareja,Kab. Cilacap,Prov. Jawa Tengah,
AA5969,69884624,RA Miftahul Huda Cisumur,RA,Kec. Gandrungmangu,Kab. Cilacap,Prov. Jawa Tengah,
AM7778,69919887,SMK TARUNA TUNAS BANGSA,SMK,Kec. Bantar Gadung,Kab. Sukabumi,Prov. Jawa Barat,
AM7778,P9998740,PKBM TARUNA TUNAS BANGSA,PKBM,Kec. Bantar Gadung,Kab. Sukabumi,Prov. Jawa Barat,
AJ3008,40402631,SMKS S KELAUTAN DAN PERIKANAN KENDARI,SMK,Kec. Nambo,Kota Kendari,Prov. Sulawesi Tenggara,
AL2842,69870901,SMK ISLAM BIHBUL,SMK,Kec. Cipatujah,Kab. Tasikmalaya,Prov. Jawa Barat,
AL2334,69893100,TK GEMILANG,TK,Kec. Cibinong,Kab. Cianjur,Prov. Jawa Barat,
AL2334,69921082,SMA BINA INSAN MULIA CIBINONG,SMA,Kec. Cibinong,Kab. Cianjur,Prov. Jawa Barat,
AL2334,P9908720,PKBM BINA INSAN MULIA,PKBM,Kec. Cibinong,Kab. Cianjur,Prov. Jawa Barat,
AE6261,20529901,SMP YAYASAN ABDULLAH,SMP,Kec. Kota Sumenep,Kab. Sumenep,Prov. Jawa Timur,
AE6261,20529966,SMA YAS A,SMA,Kec. Kota Sumenep,Kab. Sumenep,Prov. Jawa Timur,
AD2157,20106239,SD AL-AZHAR SYIFA BUDI JAKARTA,SD,Kec. Mampang Prapatan,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AD2157,69789243,Tk Al Azhar Syifa Budi jakarta,TK,Kec. Mampang Prapatan,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AD2157,20106958,SMP I Al Azhar Syifa Budi,SMP,Kec. Mampang Prapatan,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AD2157,20107276,SMAS AL AZHAR SYIFA BUDI,SMA,Kec. Mampang Prapatan,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AD2157,69945709,TK AL AZHAR SYIFA BUDI TALAGA BESTARI,TK,Kec. Cikupa,Kab. Tangerang,Prov. Banten,
AD2157,20616190,SD AL AZHAR SYIFA BUDI,SD,Kec. Cikupa,Kab. Tangerang,Prov. Banten,
AD2157,69938372,SMPS AL-AZHAR SYIFA BUDI,SMP,Kec. Cikupa,Kab. Tangerang,Prov. Banten,
AB1867,20552192,SMKS DARUL FIKRI,SMK,Kec. Kauman,Kab. Ponorogo,Prov. Jawa Timur,
AA4420,20258057,SMKS INSAN MANDIRI,SMK,Kec. Setu,Kab. Bekasi,Prov. Jawa Barat,
AI7024,69841490,KB DARUL MUSTOFA,KB,Kec. Burneh,Kab. Bangkalan,Prov. Jawa Timur,
AI7024,20549614,SMAS DARUL MUSTOFA,SMA,Kec. Burneh,Kab. Bangkalan,Prov. Jawa Timur,
AI7024,20560257,TK DARUL MUSTOFA,TK,Kec. Burneh,Kab. Bangkalan,Prov. Jawa Timur,
AI7024,20551907,SMKS DARUL MUSTOFA,SMK,Kec. Burneh,Kab. Bangkalan,Prov. Jawa Timur,
AI7024,20531229,SMP DARUL MUSTOFA,SMP,Kec. Burneh,Kab. Bangkalan,Prov. Jawa Timur,
AL4176,70025703,TK ISLAM AL - IZHAR,TK,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AL4176,20231695,SMP PONDOK UNGU PERMAI,SMP,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AL4176,20252557,SMKS PONDOK UNGU PERMAI,SMK,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AG0378,60300151,SMA PERSIAPAN BUMI SAHAJA,SMA,Kec. Yapsi,Kab. Jayapura,Prov. Papua,
AK8900,60729778,MTSS AL WAHDAH ISLAMIYAH,MTs,Kec. Puuwatu,Kota Kendari,Prov. Sulawesi Tenggara,
AK8900,69953890,SMA AL QURAN WAHDAH ISLAMIYAH,SMA,Kec. Puuwatu,Kota Kendari,Prov. Sulawesi Tenggara,
AK8900,69764518,SDS IT ALWAHDAH,SD,Kec. Kambu,Kota Kendari,Prov. Sulawesi Tenggara,
AA7804,20314898,SMKS KRISTEN BLORA,SMK,Kec. Kota Blora,Kab. Blora,Prov. Jawa Tengah,
AJ0817,10809943,SMAS BINA MULYA,SMA,Kec. Gadingrejo,Kab. Pringsewu,Prov. Lampung,
AH6699,60723573,MIS DARUL ILMY AL ISLAMI,MI,Kec. Ere Merasa,Kab. Bantaeng,Prov. Sulawesi Selatan,
AH6699,40319898,MTSS DARUL ILMI AL-ISLAMY DONGKOKANG,MTs,Kec. Ere Merasa,Kab. Bantaeng,Prov. Sulawesi Selatan,
AH6699,60726351,SMKS DII DONGKOKANG,SMK,Kec. Ere Merasa,Kab. Bantaeng,Prov. Sulawesi Selatan,
AD4962,20212921,SMK SWADAYA PUI,SMK,Kec. Cilimus,Kab. Kuningan,Prov. Jawa Barat,
AD4962,60708514,MIS PUI CIWEDUS-1,MI,Kec. Cigandamekar,Kab. Kuningan,Prov. Jawa Barat,
AD4962,60708519,MIS PUI CIWEDUS 2,MI,Kec. Cigandamekar,Kab. Kuningan,Prov. Jawa Barat,
AD4962,20212940,SMA PUI CIWEDUS TIMBANG,SMA,Kec. Cigandamekar,Kab. Kuningan,Prov. Jawa Barat,
AX1502,60200775,SMKS PUTRA BAHARI TERNATE,SMK,Kec. Ternate Selatan,Kota Ternate,Prov. Maluku Utara,
AX1502,69975061,SMP AL-QURAN KOTA TERNATE,SMP,Kec. Ternate Selatan,Kota Ternate,Prov. Maluku Utara,
AK9085,20341263,SMK TRIATMA JAYA,SMK,Kec. Semarang Timur,Kota Semarang,Prov. Jawa Tengah,
AW9387,69989224,SMK NUSANTARA LABUHAN RATU,SMK,Kec. Labuhan Ratu,Kab. Lampung Timur,Prov. Lampung,
AH5128,69967384,SMPS Cahaya Kemuliaan,SMP,Kec. Tayan Hulu,Kab. Sanggau,Prov. Kalimantan Barat,
AH5128,69981956,SMAS CAHAYA KEMULIAAN SOSOK,SMA,Kec. Tayan Hulu,Kab. Sanggau,Prov. Kalimantan Barat,
AD6307,69738036,RA/BA/TA AZ-ZAHRA,RA,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,
AD6307,20279361,MTSS AR RAUDHAH,MTs,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,
AD6307,20238053,SMKS TIARA BANGSA,SMK,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,
AD6307,20237923,SMP IT ARRAUDHAH,SMP,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,
AX5585,20272026,SMKS MVP ARS INTERNASIONAL,SMK,Kec. Kiaracondong,Kota Bandung,Prov. Jawa Barat,
AD0929,69900375,SMKS INSAN MANDIRI BATAM,SMK,Kec. Batu Ampar,Kota Batam,Prov. Kepulauan Riau,
AL4029,20238526,SMKS BHAKTI TARUNA 3 BOGOR,SMK,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,
AA4802,20219473,SMP GANESHA,SMP,Kec. Astanaanyar,Kota Bandung,Prov. Jawa Barat,
AA4802,20219283,SMKS GANESHA BANDUNG,SMK,Kec. Astanaanyar,Kota Bandung,Prov. Jawa Barat,
AW8394,69893852,SMA ALEXANDRIA ISLAMIC SCHOOL,SMA,Kec. Rawalumbu,Kota Bekasi,Prov. Jawa Barat,
AW8394,69895565,SMP ALEXANDRIA ISLAMIC SCHOOL,SMP,Kec. Rawalumbu,Kota Bekasi,Prov. Jawa Barat,
AA4732,20267649,SMKS PLUS KRIDA UTAMA PADALARANG,SMK,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,
AC5871,69929485,SMA AL-MUTTAQIEM,SMA,Kec. Tallo,Kota Makassar,Prov. Sulawesi Selatan,
AG2012,20606838,SMAS PRIBADI 2,SMA,Kec. Tangerang,Kota Tangerang,Prov. Banten,
AG2012,20606800,SMP PRIBADI 1,SMP,Kec. Cibodas,Kota Tangerang,Prov. Banten,
AI2408,20219721,SMAS BUNGA BANGSA BANDUNG,SMA,Kec. Cidadap,Kota Bandung,Prov. Jawa Barat,
AK6213,10609638,SMA DIPONEGORO PALEMBANG,SMA,Kec. Gandus,Kota Palembang,Prov. Sumatera Selatan,
AG1650,20613799,SMAS MATHLA UL ANWAR CINANGKA,SMA,Kec. Cinangka,Kab. Serang,Prov. Banten,
AH6477,40316082,TK ISLAM BABUL RAHMAH,TK,Kec. Galesong Utara,Kab. Takalar,Prov. Sulawesi Selatan,
AH6477,69815398,SMK JANUR PERSADA SIGI,SMK,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,
AC2613,30108598,TK ASOKA,TK,Kec. Singkawang Selatan,Kota Singkawang,Prov. Kalimantan Barat,
AC2613,70000745,SMA ASOKA SINGKAWANG,SMA,Kec. Singkawang Selatan,Kota Singkawang,Prov. Kalimantan Barat,
AC2613,69974828,SMK ASOKA,SMK,Kec. Singkawang Selatan,Kota Singkawang,Prov. Kalimantan Barat,
AC2613,69946313,SMPS ASOKA,SMP,Kec. Singkawang Selatan,Kota Singkawang,Prov. Kalimantan Barat,
AC2613,69788574,SD ASOKA SINGKAWANG,SD,Kec. Singkawang Selatan,Kota Singkawang,Prov. Kalimantan Barat,
AG6214,20219206,SMP AL FALAH,SMP,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,
AG6214,20219526,SD AL FALAH,SD,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,
AG6214,20219320,SMKS AL FALAH BANDUNG,SMK,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,
AG6214,20219758,SMA AL FALAH KOTA BANDUNG,SMA,Kec. Coblong,Kota Bandung,Prov. Jawa Barat,
AX5138,20525610,SMKS GAJAH MADA BANYUWANGI,SMK,Kec. Banyuwangi,Kab. Banyuwangi,Prov. Jawa Timur,
AX5138,69889033,SMK NU MEDIA GAMA,SMK,Kec. Cluring,Kab. Banyuwangi,Prov. Jawa Timur,
AX5138,20525867,SMAS SULTAN AGUNG ROGOJAMPI,SMA,Kec. Rogojampi,Kab. Banyuwangi,Prov. Jawa Timur,
AN2407,69952418,SMA Darul Quran,SMA,Kec. Magersari,Kota Mojokerto,Prov. Jawa Timur,
AN2407,69980199,SMP DARUL QURAN THE ISLAMIC BOARDING SCHOOL,SMP,Kec. Magersari,Kota Mojokerto,Prov. Jawa Timur,
AN2075,69980760,TK MIFTAHUL ULUM II,TK,Kec. Karangpenang,Kab. Sampang,Prov. Jawa Timur,
AN2075,69859775,SMKS MIFTAHUL ULUM 2,SMK,Kec. Karangpenang,Kab. Sampang,Prov. Jawa Timur,
AN2075,69758429,SMPS ISLAM MIFTAHUL ULUM 2,SMP,Kec. Karangpenang,Kab. Sampang,Prov. Jawa Timur,
AN2075,60719498,MIS MIFTAHUL ULUM 02,MI,Kec. Karangpenang,Kab. Sampang,Prov. Jawa Timur,
AJ0202,10646367,SMAS ISLAM DARUL MUTTAQIN,SMA,Kec. Pulau Rimau,Kab. Banyuasin,Prov. Sumatera Selatan,
AD6869,20219215,SMKS R A KARTINI,SMK,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,
AF0725,69830583,SMK ISLAM TERPADU TEBUIRENG III,SMK,Kec. Keritang,Kab. Indragiri Hilir,Prov. Riau,
AO5340,69972056,TK WIDYA DHARMA BALI BERBASIS HINDU 2,TK,Kec. Sukasada,Kab. Buleleng,Prov. Bali,
AO5340,69829552,SMK WIDYA DHARMA BALI,SMK,Kec. Sukasada,Kab. Buleleng,Prov. Bali,
AX8382,10804165,SMKS NUSANTARA BANJAR AGUNG,SMK,Kec. Banjar Agung,Kab. Tulang Bawang,Prov. Lampung,
AN9073,20220277,SMKS PEMBANGUNAN,SMK,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,
AN9073,20220362,SMP YP PEMBANGUNAN,SMP,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,
AG6334,20254980,SMKS KOMPUTER ABDI BANGSA SUKABUMI,SMK,Kec. Gunung Puyuh,Kota Sukabumi,Prov. Jawa Barat,
AN9124,20257275,SMP DASTA KARYA,SMP,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AN9124,20254128,SD ISLAM TERPADU AL HIDAYAH,SD,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AN9124,20269587,SMKS DASTAMACO KOTA BEKASI,SMK,Kec. Bekasi Utara,Kota Bekasi,Prov. Jawa Barat,
AA1107,20103206,SMAS DIAN PERSADA JAKARTA,SMA,Kec. Pulo Gadung,Kota Jakarta Timur,Prov. D.K.I. Jakarta,
AB3827,69823302,SMKS AL - ATIQ,SMK,Kec. Purwoharjo,Kab. Banyuwangi,Prov. Jawa Timur,
AB3827,20576087,SMP ISLAM AL ATIQ,SMP,Kec. Purwoharjo,Kab. Banyuwangi,Prov. Jawa Timur,
AB3827,69903997,KB THREE AL ATIQ,KB,Kec. Purwoharjo,Kab. Banyuwangi,Prov. Jawa Timur,
AB3827,69818394,KB AL-ATIQ,KB,Kec. Purwoharjo,Kab. Banyuwangi,Prov. Jawa Timur,
AD6322,20267917,SMKS GLOBAL TEKNOLOGI,SMK,Kec. Tambun Utara,Kab. Bekasi,Prov. Jawa Barat,
AA1578,69916878,PAUD TIARA,KB,Kec. Tenjo,Kab. Bogor,Prov. Jawa Barat,
AA1578,69734364,SMKS KENCANA,SMK,Kec. Tenjo,Kab. Bogor,Prov. Jawa Barat,
AF6216,40206767,SMKS DARUSSALAM TOILI,SMK,Kec. Toili,Kab. Banggai,Prov. Sulawesi Tengah,
AE9334,69797314,TK HARAPAN BARU,TK,Kec. Medan Johor,Kota Medan,Prov. Sumatera Utara,
AE9334,10257552,SMP SWT HARAPAN BARU,SMP,Kec. Medan Johor,Kota Medan,Prov. Sumatera Utara,
AE9334,10259611,SMKS HARAPAN BARU,SMK,Kec. Medan Johor,Kota Medan,Prov. Sumatera Utara,
AE9334,10260219,SMAS HARAPAN BARU,SMA,Kec. Medan Johor,Kota Medan,Prov. Sumatera Utara,
AH8057,50303346,SMKS SWAKARSA RUTENG,SMK,Kec. Langke Rembong,Kab. Manggarai,Prov. Nusa Tenggara Timur,
AI4538,20331917,SMA WIDYA MANDALA,SMA,Kec. Gajah Mungkur,Kota Semarang,Prov. Jawa Tengah,
AH8957,69889094,SMK YAUMIN MULTI PROGRAM,SMK,Kec. Cikande,Kab. Serang,Prov. Banten,
AD3689,20259590,SMKS YP 79 MAJALAYA,SMK,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,
AA6404,20362138,SMKS MUTIARA KEBUMEN,SMK,Kec. Alian,Kab. Kebumen,Prov. Jawa Tengah,
AE3156,69766197,SMK MANUNGGAL BHAKTI,SMK,Kec. Ngoro,Kab. Jombang,Prov. Jawa Timur,
AB7985,69954346,SMK SWASTA MUTIARA SIANTAR,SMK,Kec. Siantar Selatan,Kota Pematangsiantar,Prov. Sumatera Utara,
AL3921,20219170,SMKS KIMIA PERMENTASI,SMK,Kec. Bojong Loa Kidul,Kota Bandung,Prov. Jawa Barat,
AM7424,20102650,SMKS KHARISMAWITA 2 JAKARTA,SMK,Kec. Jagakarsa,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AM7424,20102651,SMKS KHARISMAWITA 1 JAKARTA,SMK,Kec. Jagakarsa,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AM7424,20107312,SMAS KHARISMAWITA JAKARTA,SMA,Kec. Jagakarsa,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,
AA7015,20310458,SMKS BINA PATRIA 1 SUKOHARJO,SMK,Kec. Sukoharjo,Kab. Sukoharjo,Prov. Jawa Tengah,
AA7015,20310459,SMKS BINA PATRIA 2 SUKOHARJO,SMK,Kec. Sukoharjo,Kab. Sukoharjo,Prov. Jawa Tengah,
AM8381,20247187,SMKS PELITA NUSANTARA KERTAJATI,SMK,Kec. Kertajati,Kab. Majalengka,Prov. Jawa Barat,
AI4558,20328942,SMK PERINTIS 29 02,SMK,Kec. Gajah Mungkur,Kota Semarang,Prov. Jawa Tengah,
AW7680,69782828,KOBER UMMUL QURO,KB,Kec. Cireunghas,Kab. Sukabumi,Prov. Jawa Barat,
AW7680,20252040,SMP NADWAH,SMP,Kec. Cireunghas,Kab. Sukabumi,Prov. Jawa Barat,
AW7680,70038394,TK NADWAH,TK,Kec. Cireunghas,Kab. Sukabumi,Prov. Jawa Barat,
AW7680,20202275,SMKS UMMUL QURO SUKABUMI,SMK,Kec. Cireunghas,Kab. Sukabumi,Prov. Jawa Barat,
AO5097,70002356,SMP YAPIS ORANSBARI,SMP,Kec. Oransbari,Kab. Manokwari Selatan,Prov. Papua Barat,
AO5097,60402178,SD YAPIS 1 REREMI,SD,Kec. Manokwari Barat,Kab. Manokwari,Prov. Papua Barat,
AO5097,60401552,SMAS YAPIS MANOKWARI,SMA,Kec. Manokwari Barat,Kab. Manokwari,Prov. Papua Barat,
AO5097,60402179,SD YAPIS 2 REREMI,SD,Kec. Manokwari Barat,Kab. Manokwari,Prov. Papua Barat,
AO5097,60400188,SMP Y A P I S MANOKWARI,SMP,Kec. Manokwari Barat,Kab. Manokwari,Prov. Papua Barat,
AO5097,69771668,TK YAPIS I REREMI,TK,Kec. Manokwari Barat,Kab. Manokwari,Prov. Papua Barat,
AJ3853,69899368,SD KATOLIK SANTO YOSEPH ASIKI,SD,Kec. Jair,Kab. Boven Digoel,Prov. Papua Selatan,
AJ3853,50307593,TK ANFRIDA,TK,Kec. Larantuka,Kab. Flores Timur,Prov. Nusa Tenggara Timur,
AJ3853,50301922,SMP SWASTA SANTU GABRIEL,SMP,Kec. Larantuka,Kab. Flores Timur,Prov. Nusa Tenggara Timur,
AJ3853,50306106,TK STA THERESIA,TK,Kec. Mego,Kab. Sikka,Prov. Nusa Tenggara Timur,
AJ3853,69918893,TK St. Arnoldus Janssen,TK,Kec. Nita,Kab. Sikka,Prov. Nusa Tenggara Timur,
AJ3853,50307858,TK MARIA FATIMA,TK,Kec. Langke Rembong,Kab. Manggarai,Prov. Nusa Tenggara Timur,
AJ3853,69947544,PAUD MARIA IMACULATA,TK,Kec. Ruteng,Kab. Manggarai,Prov. Nusa Tenggara Timur,
AJ3853,69841574,TK Cilinia Eban,TK,Kec. Miomafo Barat,Kab. Timor Tengah Utara,Prov. Nusa Tenggara Timur,
AJ3853,70010693,SMA Swasta Sta. Familia Sikumana Kupang,SMA,Kec. Maulafa,Kota Kupang,Prov. Nusa Tenggara Timur,
AJ3853,50305277,SMPK ST FAMILIA,SMP,Kec. Maulafa,Kota Kupang,Prov. Nusa Tenggara Timur,
AJ3853,69857842,TK. Santa Maria Naikolan,TK,Kec. Maulafa,Kota Kupang,Prov. Nusa Tenggara Timur,
AJ3853,69875288,TK SANCTA FAMILIA,TK,Kec. Maulafa,Kota Kupang,Prov. Nusa Tenggara Timur,
AJ3853,50305058,SD KATHOLIK ST FAMILIA,SD,Kec. Maulafa,Kota Kupang,Prov. Nusa Tenggara Timur,
AJ3853,50307410,SMAK. ST. GABRIEL NOEMUTI,SMA,Kec. Noemuti,Kab. Timor Tengah Utara,Prov. Nusa Tenggara Timur,
AJ3853,30406514,TK KASIH IBU MUARA MUJAN,TK,Kec. Tering,Kab. Kutai Barat,Prov. Kalimantan Timur,
AJ3853,50301941,SMP SWASTA SANTA MARIA GORETI,SMP,Kec. Ile Mandiri,Kab. Flores Timur,Prov. Nusa Tenggara Timur,
AJ3853,50309021,SMP Katholik Sta. Theresia Lamahora,SMP,Kec. Nubatukan,Kab. Lembata,Prov. Nusa Tenggara Timur,
AJ3853,50306163,SDK ST THERESIA LAMAHORA,SD,Kec. Nubatukan,Kab. Lembata,Prov. Nusa Tenggara Timur,
AJ3853,50308128,TKK STA THERESIA,TK,Kec. Nubatukan,Kab. Lembata,Prov. Nusa Tenggara Timur,
AA2689,69899030,SMK SADAM CISURUPAN,SMK,Kec. Cisurupan,Kab. Garut,Prov. Jawa Barat,
AA2689,69867580,SPS MUHAMMADIYAH,SPS,Kec. Cisurupan,Kab. Garut,Prov. Jawa Barat,
AA2689,20278293,MTSS HIDAAYATUTHTHAALIBIIN,MTs,Kec. Cisurupan,Kab. Garut,Prov. Jawa Barat,
AA2689,69735221,RA/BA/TA ATTAQWA,RA,Kec. Cisurupan,Kab. Garut,Prov. Jawa Barat,
AJ6879,20253960,SMK WIDYA UTAMA,SMK,Kec. Baleendah,Kab. Bandung,Prov. Jawa Barat,
AD3611,20259574,SMK AL- WAFA,SMK,Kec. Ciwidey,Kab. Bandung,Prov. Jawa Barat,
AD3611,69829371,SMP AL-WAFA CIWIDEY,SMP,Kec. Ciwidey,Kab. Bandung,Prov. Jawa Barat,
AG9210,69964088,SMK NURUL HIDAYAH AL-FALAH,SMK,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,
AM8636,69754532,SMKS NU RAUDLATUL MUTA`ALLIMIN,SMK,Kec. Indramayu,Kab. Indramayu,Prov. Jawa Barat,
AF2915,69774633,SMKS GEMA KARYA LAMPUNG,SMK,Kec. Jati Agung,Kab. Lampung Selatan,Prov. Lampung,
AI8616,10211273,SMK PADAMU NEGERI MEDAN,SMK,Kec. Medan Denai,Kota Medan,Prov. Sumatera Utara,
AD0916,69950400,SMP MONTE SIENNA,SMP,Kec. Batu Ampar,Kota Batam,Prov. Kepulauan Riau,
AD0916,69950397,TK MONTE SIENNA,TK,Kec. Batu Ampar,Kota Batam,Prov. Kepulauan Riau,
AD0916,69950395,KB MONTE SIENNA,KB,Kec. Batu Ampar,Kota Batam,Prov. Kepulauan Riau,
AD0916,69950402,SMAS MONTE SIENNA,SMA,Kec. Batu Ampar,Kota Batam,Prov. Kepulauan Riau,
AD0916,69950398,SD MONTE SIENNA,SPK SD,Kec. Batu Ampar,Kota Batam,Prov. Kepulauan Riau,
AN4704,30105085,SMAS KAPUAS PONTIANAK,SMA,Kec. Pontianak Barat,Kota Pontianak,Prov. Kalimantan Barat,
AN4704,30105158,SMP KAPUAS PONTIANAK,SMP,Kec. Pontianak Barat,Kota Pontianak,Prov. Kalimantan Barat,
AE1746,20311317,SMAS KANISIUS HARAPAN,SMA,Kec. Tirtomoyo,Kab. Wonogiri,Prov. Jawa Tengah,
AE1746,20402164,SD KANISIUS WONOSARI NGAWEN,SD,Kec. Ngawen,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,
AE1746,20346646,TK KANISIUS CEMPAKA IV,TK,Kec. Serengan,Kota Surakarta,Prov. Jawa Tengah,
AE1746,20342931,TK KANISIUS SUMBER,TK,Kec. Dukun,Kab. Magelang,Prov. Jawa Tengah,
AE1746,20307867,SD KANISIUS BLONGKENG,SD,Kec. Srumbung,Kab. Magelang,Prov. Jawa Tengah,
AE1746,20342103,TK KANISIUS BEDONO,TK,Kec. Jambu,Kab. Semarang,Prov. Jawa Tengah,
AE1746,20409421,TK KANISIUS WATES,TK,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,
AE1746,20348283,TK KANISIUS KEDAWUNG,TK,Kec. Jumapolo,Kab. Karanganyar,Prov. Jawa Tengah,
AE1746,20342586,TK KANISIUS BINA ARI,TK,Kec. Borobudur,Kab. Magelang,Prov. Jawa Tengah,
AE1746,20406657,SD KANISIUS NOTOYUDAN,SD,Kec. Gedongtengen,Kota Yogyakarta,Prov. D.I. Yogyakarta,
AE1746,20407726,TK KANISIUS KALASAN,TK,Kec. Kalasan,Kab. Sleman,Prov. D.I. Yogyakarta,
AE1746,20320496,SD KANISIUS GENUK,SD,Kec. Ungaran Barat,Kab. Semarang,Prov. Jawa Tengah,
AE1746,20341957,TK KANISIUS JIMBARAN,TK,Kec. Bandungan,Kab. Semarang,Prov. Jawa Tengah,
AE1746,20401504,SD KANISIUS SENGKAN,SD,Kec. Depok,Kab. Sleman,Prov. D.I. Yogyakarta,
AE1746,20401046,SMP KANISIUS PAKEM,SMP,Kec. Pakem,Kab. Sleman,Prov. D.I. Yogyakarta,
AE1746,20311594,SD KANISIUS WATUAGUNG,SD,Kec. Baturetno,Kab. Wonogiri,Prov. Jawa Tengah,
AE1746,20358623,TK SANJAYA PATMA,TK,Kec. Weleri,Kab. Kendal,Prov. Jawa Tengah,
AE1746,20328266,SD KANISIUS KEPRABON 02,SD,Kec. Pasarkliwon,Kota Surakarta,Prov. Jawa Tengah,
AE1746,20345929,TK KANISIUS LAMPER TENGAH,TK,Kec. Tembalang,Kota Semarang,Prov. Jawa Tengah,
AE1746,20350575,SD KANISIUS BERINGIN,SD,Kec. Ngaliyan,Kota Semarang,Prov. Jawa Tengah,
AE1746,20332836,SD KANISIUS DELANGGU,SD,Kec. Delanggu,Kab. Klaten,Prov. Jawa Tengah,
AE1746,20401520,SD KANISIUS MINGGIR,SD,Kec. Minggir,Kab. Sleman,Prov. D.I. Yogyakarta,
AE1746,20403398,SD KANISIUS PUGERAN I,SD,Kec. Mantrijeron,Kota Yogyakarta,Prov. D.I. Yogyakarta,
AE1746,20408483,TK KANS SANTA AGNES BEJI,TK,Kec. Playen,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,
AE1746,20320640,SD KANISIUS KALIWINONG,SD,Kec. Bandungan,Kab. Semarang,Prov. Jawa Tengah,
AE1746,20328485,SD KANISIUS GENDONGAN,SD,Kec. Tingkir,Kota Salatiga,Prov. Jawa Tengah,
AE1746,20403415,SD KANISIUS KINTELAN I,SD,Kec. Mergangsan,Kota Yogyakarta,Prov. D.I. Yogyakarta,
AE1746,20311062,SMP KANISIUS P SENOPATI TIRTOMOYO,SMP,Kec. Tirtomoyo,Kab. Wonogiri,Prov. Jawa Tengah,
AE1746,20403402,SD KANISIUS WIROBRAJAN I,SD,Kec. Wirobrajan,Kota Yogyakarta,Prov. D.I. Yogyakarta,
